NumSuj;NumBloc;Level of Automation;Difficulty;System Correctness;Latence (in s);Explicability;Subject Correctness;Temporal Binding;Decision Confidence
38;6;Forced;Medium;Correct;0.75;Unguided;Correct;-50;5
38;6;Forced;Medium;Correct;0.25;Unguided;Correct;-20;8
38;6;Forced;Medium;Error;1.25;Unguided;Error;-230;6
38;6;Free;Easy;Correct;0.75;Unguided;Error;350;6
38;6;Forced;Medium;Correct;0.25;Unguided;Correct;-130;8
38;6;Free;Easy;Correct;1.25;Unguided;Correct;-380;7
38;6;Forced;Medium;Correct;0.75;Unguided;Correct;-450;8
38;6;Forced;Hard;Correct;1.25;Unguided;Correct;-380;8
38;6;Forced;Easy;Correct;0.25;Unguided;Correct;-50;8
38;6;Free;Medium;Correct;1.25;Unguided;Correct;-600;6
38;6;Forced;Hard;Error;1.25;Unguided;Error;-380;8
38;6;Free;Hard;Correct;1.25;Unguided;Correct;-450;5
38;6;Free;Medium;Correct;0.75;Unguided;Correct;-150;7
38;6;Forced;Easy;Correct;1.25;Unguided;Correct;-300;7
38;6;Forced;Easy;Correct;0.75;Unguided;Correct;150;7
38;6;Free;Easy;Correct;0.25;Unguided;Correct;200;6
38;6;Free;Hard;Correct;0.75;Unguided;Error;-150;6
38;6;Forced;Easy;Correct;0.25;Unguided;Correct;850;6
38;6;Free;Easy;Correct;0.75;Unguided;Correct;-50;6
38;6;Free;Hard;Error;0.75;Unguided;Correct;-450;7
38;6;Free;Medium;Correct;0.75;Unguided;Correct;-350;8
38;6;Forced;Hard;Correct;0.25;Unguided;Correct;90;8
38;6;Forced;Hard;Correct;0.75;Unguided;Correct;0;6
38;6;Free;Hard;Correct;0.25;Unguided;Correct;-100;7
38;7;Forced;Hard;Correct;0.25;Guided;Correct;100;6
38;7;Free;Medium;Correct;0.75;Guided;Correct;-50;5
38;7;Forced;Easy;Correct;0.75;Guided;Correct;-50;8
38;7;Forced;Hard;Error;1.25;Guided;Error;-450;5
38;7;Forced;Medium;Correct;1.25;Guided;Correct;-290;7
38;7;Forced;Easy;Correct;0.25;Guided;Correct;-50;4
38;7;Free;Hard;Correct;0.25;Guided;Correct;-70;7
38;7;Free;Hard;Correct;0.75;Guided;Correct;-450;7
38;7;Forced;Medium;Correct;0.25;Guided;Correct;50;8
38;7;Free;Medium;Correct;0.25;Guided;Error;-130;5
38;7;Free;Medium;Error;0.75;Guided;Correct;-350;6
38;7;Forced;Hard;Error;0.75;Guided;Error;-350;5
38;7;Forced;Hard;Correct;1.25;Guided;Correct;-530;8
38;7;Forced;Easy;Correct;0.75;Guided;Correct;-570;4
38;7;Forced;Medium;Correct;1.25;Guided;Correct;-270;8
38;7;Free;Medium;Correct;1.25;Guided;Correct;-150;7
38;7;Forced;Medium;Correct;0.75;Guided;Correct;-150;6
38;7;Free;Medium;Correct;0.25;Guided;Correct;-90;7
38;7;Forced;Easy;Correct;1.25;Guided;Correct;-350;7
38;7;Free;Easy;Correct;0.75;Guided;Correct;-30;7
38;7;Free;Easy;Correct;1.25;Guided;Correct;-870;8
38;7;Free;Hard;Error;0.75;Guided;Error;-350;7
38;7;Forced;Hard;Correct;0.75;Guided;Correct;-150;8
38;7;Free;Hard;Correct;1.25;Guided;Correct;-250;7
38;7;Free;Easy;Correct;0.25;Guided;Correct;-50;8
38;7;Forced;Medium;Correct;0.75;Guided;Correct;130;8
38;7;Free;Easy;Correct;0.25;Guided;Error;-61;5
38;7;Forced;Easy;Correct;0.25;Guided;Correct;-70;8
38;7;Free;Medium;Correct;1.25;Guided;Error;-650;5
38;7;Forced;Medium;Correct;0.25;Guided;Correct;-110;6
38;7;Free;Easy;Correct;0.75;Guided;Error;-450;6
38;7;Forced;Easy;Correct;1.25;Guided;Correct;-241;6
38;7;Forced;Hard;Correct;0.25;Guided;Correct;-90;8
38;7;Free;Hard;Correct;0.25;Guided;Error;-100;7
38;7;Free;Hard;Correct;1.25;Guided;Error;-350;5
38;7;Free;Easy;Correct;1.25;Guided;Error;-250;5
38;8;Free;Easy;Correct;0.75;Unguided;Error;-80;5
38;8;Free;Easy;Correct;0.25;Unguided;Correct;-130;5
38;8;Free;Easy;Correct;0.25;Unguided;Error;30;5
38;8;Free;Hard;Error;1.25;Unguided;Correct;-150;5
38;8;Forced;Medium;Correct;0.25;Unguided;Correct;-120;8
38;8;Free;Medium;Correct;1.25;Unguided;Correct;-270;6
38;8;Forced;Easy;Correct;0.75;Unguided;Correct;-300;7
38;8;Free;Medium;Correct;0.75;Unguided;Correct;-150;5
38;8;Free;Hard;Correct;0.25;Unguided;Correct;-40;6
38;8;Forced;Medium;Correct;1.25;Unguided;Correct;-270;8
38;8;Free;Hard;Correct;0.75;Unguided;Error;730;6
38;8;Forced;Hard;Correct;1.25;Unguided;Correct;-270;5
38;8;Free;Hard;Correct;0.25;Unguided;Error;-140;7
38;8;Free;Hard;Error;1.25;Unguided;Correct;-450;6
38;8;Forced;Hard;Correct;0.75;Unguided;Correct;-80;4
38;8;Forced;Hard;Correct;0.75;Unguided;Correct;-80;8
38;8;Free;Medium;Correct;0.25;Unguided;Correct;-130;7
38;8;Forced;Medium;Correct;0.75;Unguided;Correct;230;5
38;8;Forced;Hard;Correct;1.25;Unguided;Correct;-150;7
38;8;Forced;Easy;Correct;0.75;Unguided;Correct;-70;8
38;8;Free;Easy;Correct;0.75;Unguided;Correct;-30;6
38;8;Free;Easy;Correct;1.25;Unguided;Error;40;6
38;8;Forced;Medium;Correct;0.75;Unguided;Correct;230;7
38;8;Forced;Easy;Correct;1.25;Unguided;Correct;-60;7
38;8;Free;Medium;Error;0.25;Unguided;Error;-160;8
38;8;Forced;Easy;Correct;0.25;Unguided;Correct;-70;7
38;8;Forced;Hard;Correct;0.25;Unguided;Correct;-127;8
38;8;Forced;Hard;Error;0.25;Unguided;Error;-50;5
38;8;Forced;Medium;Correct;1.25;Unguided;Correct;-140;6
38;8;Forced;Medium;Correct;0.25;Unguided;Correct;-40;4
38;8;Free;Hard;Correct;0.75;Unguided;Correct;240;5
38;8;Free;Easy;Correct;1.25;Unguided;Correct;-20;6
38;8;Free;Medium;Correct;1.25;Unguided;Error;140;7
38;8;Forced;Easy;Correct;0.25;Unguided;Correct;160;7
38;8;Free;Medium;Correct;0.75;Unguided;Error;570;6
38;8;Forced;Easy;Correct;1.25;Unguided;Correct;240;6
38;9;Free;Hard;Correct;1.25;Guided;Error;230;5
38;9;Free;Hard;Correct;0.75;Guided;Error;350;4
38;9;Free;Easy;Correct;0.25;Guided;Correct;-40;6
38;9;Forced;Medium;Correct;1.25;Guided;Correct;240;6
38;9;Free;Hard;Correct;0.75;Guided;Correct;450;6
38;9;Free;Easy;Correct;1.25;Guided;Error;240;6
38;9;Forced;Hard;Correct;1.25;Guided;Correct;130;5
38;9;Free;Medium;Correct;0.25;Guided;Error;360;4
38;9;Free;Medium;Correct;1.25;Guided;Correct;230;6
38;9;Forced;Hard;Error;0.75;Guided;Error;450;6
38;9;Forced;Easy;Correct;1.25;Guided;Correct;250;7
38;9;Free;Medium;Correct;0.75;Guided;Correct;237;6
38;9;Forced;Hard;Correct;0.75;Guided;Correct;650;8
38;9;Free;Easy;Correct;0.25;Guided;Error;130;4
38;9;Forced;Hard;Error;0.25;Guided;Error;50;4
38;9;Forced;Easy;Correct;0.25;Guided;Correct;-50;8
38;9;Forced;Easy;Correct;0.75;Guided;Correct;640;7
38;9;Forced;Medium;Correct;0.25;Guided;Correct;-60;5
38;9;Forced;Medium;Error;1.25;Guided;Error;140;4
38;9;Free;Easy;Correct;0.75;Guided;Correct;140;4
38;9;Free;Easy;Correct;1.25;Guided;Correct;140;6
38;9;Free;Medium;Correct;1.25;Guided;Error;130;6
38;9;Forced;Medium;Correct;0.75;Guided;Correct;550;7
38;9;Free;Hard;Correct;0.25;Guided;Correct;-20;6
38;9;Forced;Medium;Correct;0.75;Guided;Correct;-150;4
38;9;Forced;Hard;Correct;0.25;Guided;Correct;-130;6
38;9;Free;Medium;Correct;0.75;Guided;Correct;50;6
38;9;Free;Hard;Error;0.25;Guided;Error;50;7
38;9;Forced;Easy;Correct;1.25;Guided;Correct;140;8
38;9;Free;Easy;Correct;0.75;Guided;Correct;360;7
38;9;Forced;Easy;Correct;0.25;Guided;Correct;60;3
38;9;Free;Medium;Correct;0.25;Guided;Correct;-50;6
38;9;Forced;Easy;Correct;0.75;Guided;Correct;150;8
38;9;Forced;Hard;Correct;1.25;Guided;Correct;140;8
38;9;Free;Hard;Correct;1.25;Guided;Error;200;7
38;9;Forced;Medium;Correct;0.25;Guided;Correct;-140;8
38;10;Forced;Easy;Correct;0.75;Unguided;Correct;150;7
38;10;Forced;Medium;Correct;1.25;Unguided;Correct;120;8
38;10;Forced;Hard;Correct;0.75;Unguided;Correct;50;8
38;10;Forced;Hard;Correct;0.25;Unguided;Correct;90;4
38;10;Free;Medium;Correct;1.25;Unguided;Correct;-20;5
38;10;Free;Hard;Correct;1.25;Unguided;Correct;-970;6
38;10;Free;Easy;Correct;1.25;Unguided;Error;-270;5
38;10;Forced;Medium;Correct;0.25;Unguided;Correct;-140;6
38;10;Free;Hard;Correct;0.75;Unguided;Correct;-620;7
38;10;Forced;Medium;Correct;0.75;Unguided;Correct;230;8
38;10;Free;Hard;Correct;0.25;Unguided;Error;-130;6
38;10;Free;Easy;Correct;0.75;Unguided;Correct;-520;4
38;10;Forced;Hard;Correct;0.25;Unguided;Correct;-160;8
38;10;Forced;Medium;Correct;0.75;Unguided;Correct;-670;8
38;10;Forced;Easy;Correct;0.25;Unguided;Correct;-180;8
38;10;Free;Easy;Correct;0.25;Unguided;Error;60;5
38;10;Forced;Medium;Correct;0.25;Unguided;Correct;-180;8
38;10;Forced;Easy;Correct;1.25;Unguided;Correct;-270;8
38;10;Free;Medium;Correct;0.25;Unguided;Correct;200;7
38;10;Forced;Easy;Correct;0.75;Unguided;Correct;230;8
38;10;Free;Medium;Correct;1.25;Unguided;Correct;140;7
38;10;Forced;Easy;Correct;0.25;Unguided;Correct;60;7
38;10;Forced;Medium;Correct;1.25;Unguided;Correct;-150;8
38;10;Forced;Easy;Correct;1.25;Unguided;Correct;140;4
38;10;Free;Medium;Error;0.75;Unguided;Correct;50;5
38;10;Free;Easy;Correct;0.75;Unguided;Correct;250;6
38;10;Free;Hard;Error;0.25;Unguided;Correct;-170;7
38;10;Forced;Hard;Correct;1.25;Unguided;Correct;-20;8
38;10;Forced;Hard;Correct;0.75;Unguided;Correct;-150;8
38;10;Free;Medium;Correct;0.75;Unguided;Correct;-270;7
38;10;Free;Easy;Correct;0.25;Unguided;Correct;-170;7
38;10;Free;Hard;Error;1.25;Unguided;Error;-1180;7
38;10;Free;Medium;Correct;0.25;Unguided;Correct;-130;7
38;10;Forced;Hard;Error;1.25;Unguided;Error;50;5
38;10;Free;Hard;Correct;0.75;Unguided;Correct;-370;5
38;10;Free;Easy;Correct;1.25;Unguided;Correct;140;7
38;11;Free;Hard;Correct;0.25;Guided;Error;60;6
38;11;Free;Easy;Correct;1.25;Guided;Correct;155;6
38;11;Forced;Medium;Correct;0.75;Guided;Correct;550;8
38;11;Forced;Easy;Correct;1.25;Guided;Correct;240;8
38;11;Free;Easy;Correct;1.25;Guided;Correct;120;8
38;11;Free;Medium;Correct;0.25;Guided;Correct;60;5
38;11;Forced;Easy;Correct;1.25;Guided;Correct;200;8
38;11;Free;Hard;Correct;1.25;Guided;Correct;230;8
38;11;Forced;Hard;Error;1.25;Guided;Error;120;4
38;11;Free;Medium;Correct;0.75;Guided;Error;140;7
38;11;Forced;Easy;Correct;0.75;Guided;Correct;460;6
38;11;Forced;Hard;Error;0.75;Guided;Error;450;7
38;11;Free;Easy;Correct;0.75;Guided;Correct;530;4
38;11;Free;Easy;Correct;0.75;Guided;Correct;-350;7
38;11;Forced;Easy;Correct;0.75;Guided;Correct;150;8
38;11;Forced;Medium;Error;0.75;Guided;Error;250;4
38;11;Free;Hard;Correct;0.75;Guided;Error;-150;7
38;11;Free;Hard;Correct;0.25;Guided;Correct;-120;5
38;11;Forced;Medium;Correct;0.25;Guided;Correct;-140;7
38;11;Free;Medium;Correct;0.25;Guided;Correct;-130;7
38;11;Forced;Hard;Correct;1.25;Guided;Correct;50;4
38;11;Forced;Easy;Correct;0.25;Guided;Correct;-140;8
38;11;Forced;Hard;Correct;0.25;Guided;Correct;-50;8
38;11;Free;Medium;Correct;1.25;Guided;Error;-580;6
38;11;Free;Easy;Correct;0.25;Guided;Correct;-150;6
38;11;Forced;Hard;Correct;0.25;Guided;Correct;150;4
38;11;Forced;Medium;Correct;0.25;Guided;Correct;-130;5
38;11;Free;Easy;Correct;0.25;Guided;Error;-50;5
38;11;Free;Hard;Error;0.75;Guided;Error;250;4
38;11;Free;Medium;Correct;1.25;Guided;Correct;-796;5
38;11;Forced;Medium;Correct;1.25;Guided;Correct;-150;8
38;11;Forced;Medium;Correct;1.25;Guided;Correct;-50;8
38;11;Forced;Easy;Correct;0.25;Guided;Correct;50;4
38;11;Forced;Hard;Correct;0.75;Guided;Correct;350;5
38;11;Free;Medium;Correct;0.75;Guided;Correct;-470;7
38;11;Free;Hard;Correct;1.25;Guided;Error;30;7
38;12;Free;Medium;Correct;0.25;Unguided;Error;-70;7
38;12;Forced;Easy;Correct;0.25;Unguided;Correct;50;7
38;12;Free;Easy;Correct;1.25;Unguided;Error;30;6
38;12;Free;Medium;Correct;0.25;Unguided;Correct;-50;6
38;12;Free;Easy;Correct;0.25;Unguided;Correct;150;6
38;12;Free;Hard;Correct;1.25;Unguided;Error;40;5
38;12;Forced;Medium;Correct;0.25;Unguided;Correct;-150;7
38;12;Forced;Medium;Correct;0.75;Unguided;Correct;450;4
38;12;Free;Medium;Error;1.25;Unguided;Correct;-270;4
38;12;Free;Easy;Correct;0.75;Unguided;Error;250;4
38;12;Forced;Medium;Correct;1.25;Unguided;Correct;140;5
38;12;Free;Medium;Correct;1.25;Unguided;Error;230;4
38;12;Free;Hard;Correct;0.75;Unguided;Correct;150;4
38;12;Forced;Hard;Correct;0.75;Unguided;Correct;50;8
38;12;Forced;Easy;Correct;1.25;Unguided;Correct;140;4
38;12;Forced;Medium;Correct;0.25;Unguided;Correct;-50;4
38;12;Forced;Easy;Correct;0.75;Unguided;Correct;-50;5
38;12;Forced;Easy;Correct;0.75;Unguided;Correct;350;4
38;12;Free;Hard;Error;0.75;Unguided;Error;140;4
38;12;Forced;Hard;Correct;0.25;Unguided;Correct;50;4
38;12;Forced;Easy;Correct;1.25;Unguided;Correct;-50;8
38;12;Free;Hard;Correct;0.25;Unguided;Error;50;7
38;12;Forced;Hard;Correct;1.25;Unguided;Correct;150;5
38;12;Forced;Medium;Correct;1.25;Unguided;Correct;50;6
38;12;Free;Easy;Correct;1.25;Unguided;Correct;50;5
38;12;Forced;Medium;Correct;0.75;Unguided;Correct;-50;8
38;12;Forced;Hard;Error;0.25;Unguided;Error;-40;7
38;12;Free;Medium;Correct;0.75;Unguided;Correct;250;5
38;12;Forced;Hard;Correct;1.25;Unguided;Correct;-350;7
38;12;Free;Easy;Correct;0.25;Unguided;Error;50;6
38;12;Forced;Hard;Correct;0.75;Unguided;Correct;250;7
38;12;Free;Medium;Correct;0.75;Unguided;Error;-350;7
38;12;Free;Hard;Correct;0.25;Unguided;Error;50;6
38;12;Free;Easy;Correct;0.75;Unguided;Correct;-540;7
38;12;Forced;Easy;Correct;0.25;Unguided;Correct;-90;7
38;12;Free;Hard;Error;1.25;Unguided;Correct;140;7
39;1;Free;Medium;Correct;0.75;Guided;Correct;-250;4
39;1;Forced;Medium;Correct;1.25;Guided;Correct;-850;4
39;1;Forced;Medium;Correct;0.75;Guided;Correct;-400;6
39;1;Free;Easy;Correct;0.75;Guided;Correct;-350;5
39;1;Free;Medium;Correct;0.75;Guided;Correct;-100;4
39;1;Free;Easy;Correct;0.25;Guided;Correct;150;4
39;1;Forced;Medium;Correct;1.25;Guided;Correct;-300;8
39;1;Free;Hard;Correct;0.25;Guided;Correct;490;4
39;1;Free;Hard;Correct;1.25;Guided;Correct;-50;4
39;1;Free;Medium;Correct;1.25;Guided;Correct;-410;4
39;1;Free;Easy;Correct;1.25;Guided;Correct;-150;8
39;1;Forced;Easy;Correct;0.75;Guided;Correct;200;8
39;1;Free;Easy;Correct;0.25;Guided;Correct;330;8
39;1;Forced;Easy;Correct;1.25;Guided;Correct;200;8
39;1;Forced;Hard;Error;1.25;Guided;Error;-300;7
39;1;Forced;Hard;Correct;1.25;Guided;Correct;-500;5
39;1;Free;Easy;Correct;0.75;Guided;Correct;-90;8
39;1;Forced;Easy;Correct;1.25;Guided;Correct;-520;8
39;1;Forced;Easy;Correct;0.25;Guided;Correct;280;8
39;1;Forced;Medium;Correct;0.25;Guided;Correct;190;8
39;1;Forced;Medium;Correct;0.25;Guided;Correct;110;5
39;1;Forced;Hard;Correct;0.25;Guided;Correct;150;4
39;1;Forced;Hard;Error;0.75;Guided;Error;-60;6
39;1;Forced;Easy;Correct;0.75;Guided;Correct;-190;8
39;1;Forced;Hard;Correct;0.25;Guided;Correct;120;5
39;1;Free;Medium;Correct;1.25;Guided;Correct;-510;7
39;1;Free;Hard;Correct;1.25;Guided;Correct;-850;6
39;1;Forced;Easy;Correct;0.25;Guided;Correct;130;8
39;1;Free;Easy;Correct;1.25;Guided;Correct;-410;8
39;1;Free;Hard;Error;0.25;Guided;Error;20;3
39;1;Free;Medium;Correct;0.25;Guided;Correct;150;4
39;1;Forced;Hard;Correct;0.75;Guided;Correct;-250;5
39;1;Forced;Medium;Correct;0.75;Guided;Correct;-350;5
39;1;Free;Hard;Correct;0.75;Guided;Correct;150;5
39;1;Free;Medium;Error;0.25;Guided;Error;230;5
39;1;Free;Hard;Correct;0.75;Guided;Correct;-250;4
39;2;Forced;Medium;Correct;0.25;Unguided;Correct;150;4
39;2;Forced;Easy;Correct;1.25;Unguided;Correct;-470;4
39;2;Free;Hard;Correct;0.75;Unguided;Error;220;2
39;2;Forced;Hard;Correct;1.25;Unguided;Correct;-650;6
39;2;Forced;Hard;Correct;0.25;Unguided;Correct;850;8
39;2;Forced;Hard;Correct;0.75;Unguided;Correct;0;7
39;2;Forced;Medium;Correct;1.25;Unguided;Correct;-360;5
39;2;Free;Hard;Correct;0.75;Unguided;Correct;-70;3
39;2;Free;Medium;Correct;0.25;Unguided;Correct;50;3
39;2;Free;Hard;Error;0.25;Unguided;Correct;410;3
39;2;Free;Hard;Correct;0.25;Unguided;Correct;250;3
39;2;Free;Easy;Correct;0.25;Unguided;Correct;-50;3
39;2;Forced;Easy;Correct;0.75;Unguided;Correct;-100;7
39;2;Forced;Medium;Correct;1.25;Unguided;Correct;-130;8
39;2;Forced;Easy;Correct;0.75;Unguided;Correct;100;8
39;2;Forced;Easy;Correct;1.25;Unguided;Correct;-500;8
39;2;Forced;Hard;Correct;1.25;Unguided;Correct;-290;8
39;2;Free;Easy;Correct;1.25;Unguided;Correct;-450;4
39;2;Free;Medium;Correct;1.25;Unguided;Correct;-650;4
39;2;Free;Easy;Correct;0.25;Unguided;Correct;100;4
39;2;Forced;Medium;Correct;0.75;Unguided;Correct;-50;8
39;2;Free;Medium;Correct;0.75;Unguided;Correct;-150;3
39;2;Forced;Easy;Correct;0.25;Unguided;Correct;120;8
39;2;Forced;Medium;Error;0.25;Unguided;Error;150;6
39;2;Free;Easy;Correct;0.75;Unguided;Correct;-300;4
39;2;Free;Easy;Correct;1.25;Unguided;Error;-150;4
39;2;Forced;Easy;Correct;0.25;Unguided;Correct;250;8
39;2;Free;Medium;Correct;0.75;Unguided;Correct;-260;4
39;2;Forced;Medium;Correct;0.75;Unguided;Correct;100;8
39;2;Free;Medium;Correct;1.25;Unguided;Correct;-110;4
39;2;Free;Hard;Correct;1.25;Unguided;Correct;50;3
39;2;Forced;Hard;Correct;0.75;Unguided;Correct;-150;8
39;2;Forced;Hard;Error;0.25;Unguided;Error;50;6
39;2;Free;Hard;Error;1.25;Unguided;Error;-450;4
39;2;Free;Medium;Correct;0.25;Unguided;Correct;200;3
39;2;Free;Easy;Correct;0.75;Unguided;Error;-50;3
39;3;Forced;Medium;Correct;0.25;Guided;Correct;150;8
39;3;Free;Medium;Correct;0.75;Guided;Correct;-300;7
39;3;Free;Easy;Correct;0.25;Guided;Correct;230;7
39;3;Forced;Hard;Correct;0.25;Guided;Correct;550;7
39;3;Forced;Easy;Correct;1.25;Guided;Correct;-250;7
39;3;Free;Medium;Correct;0.75;Guided;Correct;0;7
39;3;Free;Easy;Correct;1.25;Guided;Correct;-250;8
39;3;Free;Medium;Correct;1.25;Guided;Correct;-150;7
39;3;Forced;Hard;Correct;0.75;Guided;Correct;100;8
39;3;Forced;Medium;Correct;0.75;Guided;Correct;190;8
39;3;Forced;Hard;Correct;0.25;Guided;Correct;950;8
39;3;Free;Easy;Correct;0.25;Guided;Correct;650;7
39;3;Forced;Hard;Error;0.75;Guided;Error;100;7
39;3;Free;Medium;Correct;0.25;Guided;Correct;310;5
39;3;Free;Hard;Correct;1.25;Guided;Correct;-70;7
39;3;Free;Easy;Correct;0.75;Guided;Correct;150;7
39;3;Forced;Hard;Error;1.25;Guided;Error;-500;7
39;3;Free;Hard;Correct;0.75;Guided;Correct;50;8
39;3;Forced;Medium;Correct;1.25;Guided;Correct;-250;8
39;3;Free;Hard;Correct;1.25;Guided;Correct;-50;6
39;3;Forced;Medium;Error;0.75;Guided;Error;150;6
39;3;Forced;Easy;Correct;0.75;Guided;Correct;-210;6
39;3;Free;Medium;Correct;1.25;Guided;Correct;-50;7
39;3;Forced;Medium;Correct;1.25;Guided;Correct;-400;7
39;3;Free;Medium;Correct;0.25;Guided;Correct;650;6
39;3;Free;Hard;Correct;0.25;Guided;Correct;600;6
39;3;Forced;Medium;Correct;0.25;Guided;Correct;1050;8
39;3;Forced;Hard;Correct;1.25;Guided;Correct;150;8
39;3;Free;Easy;Correct;0.75;Guided;Correct;200;8
39;3;Forced;Easy;Correct;0.25;Guided;Correct;850;8
39;3;Forced;Easy;Correct;1.25;Guided;Correct;-500;8
39;3;Free;Easy;Correct;1.25;Guided;Correct;-250;8
39;3;Free;Hard;Correct;0.25;Guided;Correct;1150;5
39;3;Forced;Easy;Correct;0.25;Guided;Correct;950;8
39;3;Forced;Easy;Correct;0.75;Guided;Correct;750;8
39;3;Free;Hard;Error;0.75;Guided;Error;550;4
39;4;Forced;Easy;Correct;0.75;Unguided;Correct;100;6
39;4;Free;Hard;Error;0.75;Unguided;Correct;150;3
39;4;Free;Medium;Correct;0.75;Unguided;Correct;100;4
39;4;Free;Easy;Correct;0.25;Unguided;Correct;150;4
39;4;Free;Hard;Correct;0.25;Unguided;Error;450;4
39;4;Forced;Easy;Correct;1.25;Unguided;Correct;-150;8
39;4;Forced;Hard;Correct;1.25;Unguided;Correct;-250;8
39;4;Free;Hard;Correct;1.25;Unguided;Correct;-50;3
39;4;Free;Hard;Correct;1.25;Unguided;Correct;-50;4
39;4;Free;Hard;Error;0.25;Unguided;Correct;210;3
39;4;Forced;Medium;Correct;0.75;Unguided;Correct;100;8
39;4;Forced;Easy;Correct;0.25;Unguided;Correct;150;8
39;4;Free;Medium;Correct;1.25;Unguided;Correct;150;4
39;4;Forced;Medium;Correct;0.25;Unguided;Correct;450;8
39;4;Forced;Hard;Error;0.25;Unguided;Error;400;7
39;4;Forced;Hard;Correct;0.75;Unguided;Correct;-100;6
39;4;Free;Medium;Correct;1.25;Unguided;Correct;-850;3
39;4;Forced;Hard;Correct;0.75;Unguided;Correct;-100;6
39;4;Forced;Easy;Correct;0.75;Unguided;Correct;-50;7
39;4;Forced;Medium;Correct;0.25;Unguided;Correct;150;4
39;4;Free;Easy;Correct;0.25;Unguided;Correct;130;4
39;4;Forced;Hard;Correct;0.25;Unguided;Correct;440;7
39;4;Forced;Easy;Correct;1.25;Unguided;Correct;-350;8
39;4;Free;Easy;Correct;0.75;Unguided;Correct;0;4
39;4;Free;Hard;Correct;0.75;Unguided;Error;50;4
39;4;Free;Easy;Correct;0.75;Unguided;Correct;-100;4
39;4;Free;Easy;Correct;1.25;Unguided;Correct;-150;4
39;4;Free;Easy;Correct;1.25;Unguided;Correct;-550;4
39;4;Forced;Easy;Correct;0.25;Unguided;Correct;400;8
39;4;Forced;Medium;Correct;0.75;Unguided;Correct;-150;8
39;4;Forced;Medium;Correct;1.25;Unguided;Correct;-400;8
39;4;Free;Medium;Error;0.25;Unguided;Correct;450;4
39;4;Forced;Medium;Correct;1.25;Unguided;Correct;-50;8
39;4;Free;Medium;Correct;0.75;Unguided;Correct;150;4
39;4;Forced;Hard;Correct;1.25;Unguided;Correct;-500;5
39;4;Free;Medium;Correct;0.25;Unguided;Correct;100;4
39;5;Forced;Hard;Correct;1.25;Guided;Correct;-150;8
39;5;Forced;Easy;Correct;1.25;Guided;Correct;50;8
39;5;Forced;Medium;Correct;0.25;Guided;Correct;600;8
39;5;Forced;Medium;Correct;0.75;Guided;Correct;-50;8
39;5;Forced;Medium;Correct;0.75;Guided;Correct;-100;6
39;5;Free;Hard;Error;1.25;Guided;Error;-350;6
39;5;Forced;Medium;Correct;1.25;Guided;Correct;-150;8
39;5;Forced;Easy;Correct;0.75;Guided;Correct;0;8
39;5;Forced;Easy;Correct;0.25;Guided;Correct;500;8
39;5;Forced;Hard;Correct;1.25;Guided;Correct;50;8
39;5;Free;Hard;Correct;0.75;Guided;Correct;-50;4
39;5;Forced;Easy;Correct;0.25;Guided;Correct;750;8
39;5;Forced;Easy;Correct;0.75;Guided;Correct;150;8
39;5;Forced;Medium;Correct;0.25;Guided;Correct;200;8
39;5;Free;Hard;Correct;1.25;Guided;Correct;-250;5
39;5;Free;Medium;Correct;0.25;Guided;Correct;650;6
39;5;Free;Hard;Correct;0.75;Guided;Correct;-300;6
39;5;Free;Medium;Correct;1.25;Guided;Correct;50;8
39;5;Free;Easy;Correct;0.25;Guided;Correct;100;8
39;5;Free;Easy;Correct;1.25;Guided;Correct;-50;8
39;5;Forced;Hard;Correct;0.25;Guided;Correct;350;7
39;5;Forced;Hard;Error;0.75;Guided;Error;-170;8
39;5;Free;Easy;Correct;0.25;Guided;Correct;350;4
39;5;Free;Medium;Correct;0.75;Guided;Correct;50;6
39;5;Forced;Hard;Error;0.25;Guided;Error;600;8
39;5;Forced;Hard;Correct;0.75;Guided;Correct;0;7
39;5;Free;Medium;Correct;0.75;Guided;Correct;-50;5
39;5;Free;Easy;Correct;1.25;Guided;Correct;150;7
39;5;Free;Easy;Correct;0.75;Guided;Correct;450;8
39;5;Forced;Medium;Correct;1.25;Guided;Correct;-250;8
39;5;Free;Medium;Error;1.25;Guided;Error;-150;5
39;5;Free;Hard;Correct;0.25;Guided;Correct;850;5
39;5;Forced;Easy;Correct;1.25;Guided;Correct;150;8
39;5;Free;Easy;Correct;0.75;Guided;Correct;0;5
39;5;Free;Medium;Correct;0.25;Guided;Correct;650;5
39;5;Free;Hard;Correct;0.25;Guided;Correct;950;8
39;6;Free;Easy;Correct;0.25;Unguided;Correct;550;4
39;6;Forced;Hard;Correct;0.25;Unguided;Correct;250;8
39;6;Free;Hard;Correct;1.25;Unguided;Correct;-500;4
39;6;Free;Easy;Correct;1.25;Unguided;Correct;-350;4
39;6;Free;Medium;Correct;0.25;Unguided;Correct;400;4
39;6;Forced;Hard;Correct;0.75;Unguided;Correct;200;8
39;6;Forced;Easy;Correct;1.25;Unguided;Correct;-250;8
39;6;Free;Medium;Correct;1.25;Unguided;Error;-300;5
39;6;Forced;Medium;Correct;1.25;Unguided;Correct;-450;7
39;6;Forced;Easy;Correct;0.75;Unguided;Correct;-150;7
39;6;Free;Medium;Correct;0.25;Unguided;Correct;120;4
39;6;Free;Hard;Error;0.25;Unguided;Error;250;4
