NumSuj;NumBloc;Level of Automation;Difficulty;System Correctness;Latence (in s);Explicability;Subject Correctness;Temporal Binding;Decision Confidence
7;12;Forced;Hard;Correct;0.75;Unguided;Correct;-350;7
7;12;Free;Medium;Correct;0.75;Unguided;Correct;-500;3
7;12;Free;Hard;Correct;0.25;Unguided;Correct;-100;1
7;12;Free;Easy;Correct;0.75;Unguided;Correct;-450;8
7;12;Forced;Easy;Correct;0.25;Unguided;Correct;-50;8
7;12;Free;Hard;Error;1.25;Unguided;Correct;-450;8
8;1;Free;Medium;Correct;0.75;Guided;Correct;-150;8
8;1;Forced;Medium;Correct;1.25;Guided;Correct;-850;8
8;1;Forced;Medium;Correct;0.75;Guided;Correct;-450;6
8;1;Free;Easy;Correct;0.75;Guided;Correct;-350;7
8;1;Free;Medium;Correct;0.75;Guided;Correct;-450;8
8;1;Free;Easy;Correct;0.25;Guided;Correct;350;8
8;1;Forced;Medium;Correct;1.25;Guided;Correct;-550;8
8;1;Free;Hard;Correct;0.25;Guided;Correct;250;3
8;1;Free;Hard;Correct;1.25;Guided;Correct;-350;2
8;1;Free;Medium;Correct;1.25;Guided;Correct;-350;5
8;1;Free;Easy;Correct;1.25;Guided;Correct;-50;8
8;1;Forced;Easy;Correct;0.75;Guided;Correct;150;8
8;1;Free;Easy;Correct;0.25;Guided;Correct;350;8
8;1;Forced;Easy;Correct;1.25;Guided;Correct;-150;6
8;1;Forced;Hard;Error;1.25;Guided;Error;150;3
8;1;Forced;Hard;Correct;1.25;Guided;Correct;50;2
8;1;Free;Easy;Correct;0.75;Guided;Correct;-350;7
8;1;Forced;Easy;Correct;1.25;Guided;Correct;-250;8
8;1;Forced;Easy;Correct;0.25;Guided;Correct;650;7
8;1;Forced;Medium;Correct;0.25;Guided;Correct;550;7
8;1;Forced;Medium;Correct;0.25;Guided;Correct;850;7
8;1;Forced;Hard;Correct;0.25;Guided;Correct;250;3
8;1;Forced;Hard;Error;0.75;Guided;Error;-350;3
8;1;Forced;Easy;Correct;0.75;Guided;Correct;750;8
8;1;Forced;Hard;Correct;0.25;Guided;Correct;550;2
8;1;Free;Medium;Correct;1.25;Guided;Correct;-750;8
8;1;Free;Hard;Correct;1.25;Guided;Correct;150;7
8;1;Forced;Easy;Correct;0.25;Guided;Correct;1150;8
8;1;Free;Easy;Correct;1.25;Guided;Correct;-550;8
8;1;Free;Hard;Error;0.25;Guided;Error;250;5
8;1;Free;Medium;Correct;0.25;Guided;Correct;650;8
8;1;Forced;Hard;Correct;0.75;Guided;Correct;-350;6
8;1;Forced;Medium;Correct;0.75;Guided;Correct;650;8
8;1;Free;Hard;Correct;0.75;Guided;Correct;-450;7
8;1;Free;Medium;Error;0.25;Guided;Correct;-50;4
8;1;Free;Hard;Correct;0.75;Guided;Correct;-150;5
8;2;Forced;Medium;Correct;0.25;Unguided;Correct;350;7
8;2;Forced;Easy;Correct;1.25;Unguided;Correct;-850;7
8;2;Free;Hard;Correct;0.75;Unguided;Correct;-350;5
8;2;Forced;Hard;Correct;1.25;Unguided;Correct;-350;3
8;2;Forced;Hard;Correct;0.25;Unguided;Correct;150;2
8;2;Forced;Hard;Correct;0.75;Unguided;Correct;150;5
8;2;Forced;Medium;Correct;1.25;Unguided;Correct;-750;5
8;2;Free;Hard;Correct;0.75;Unguided;Error;-550;3
8;2;Free;Medium;Correct;0.25;Unguided;Correct;450;8
8;2;Free;Hard;Error;0.25;Unguided;Correct;150;5
8;2;Free;Hard;Correct;0.25;Unguided;Correct;650;2
8;2;Free;Easy;Correct;0.25;Unguided;Correct;750;8
8;2;Forced;Easy;Correct;0.75;Unguided;Correct;350;8
8;2;Forced;Medium;Correct;1.25;Unguided;Correct;150;8
8;2;Forced;Easy;Correct;0.75;Unguided;Correct;150;8
8;2;Forced;Easy;Correct;1.25;Unguided;Correct;-950;7
8;2;Forced;Hard;Correct;1.25;Unguided;Correct;-450;5
8;2;Free;Easy;Correct;1.25;Unguided;Correct;250;8
8;2;Free;Medium;Correct;1.25;Unguided;Correct;250;8
8;2;Free;Easy;Correct;0.25;Unguided;Correct;150;8
8;2;Forced;Medium;Correct;0.75;Unguided;Correct;-250;8
8;2;Free;Medium;Correct;0.75;Unguided;Correct;250;8
8;2;Forced;Easy;Correct;0.25;Unguided;Correct;-50;8
8;2;Forced;Medium;Error;0.25;Unguided;Error;-50;1
8;2;Free;Easy;Correct;0.75;Unguided;Correct;-250;5
8;2;Free;Easy;Correct;1.25;Unguided;Correct;-350;8
8;2;Forced;Easy;Correct;0.25;Unguided;Correct;950;5
8;2;Free;Medium;Correct;0.75;Unguided;Correct;-250;8
8;2;Forced;Medium;Correct;0.75;Unguided;Correct;-350;8
8;2;Free;Medium;Correct;1.25;Unguided;Correct;-350;7
8;2;Free;Hard;Correct;1.25;Unguided;Error;-50;2
8;2;Forced;Hard;Correct;0.75;Unguided;Correct;150;3
8;2;Forced;Hard;Error;0.25;Unguided;Error;350;2
8;2;Free;Hard;Error;1.25;Unguided;Error;-850;2
8;2;Free;Medium;Correct;0.25;Unguided;Correct;450;4
8;2;Free;Easy;Correct;0.75;Unguided;Correct;-550;8
8;3;Forced;Medium;Correct;0.25;Guided;Correct;450;8
8;3;Free;Medium;Correct;0.75;Guided;Correct;150;8
8;3;Free;Easy;Correct;0.25;Guided;Correct;50;8
8;3;Forced;Hard;Correct;0.25;Guided;Correct;650;2
8;3;Forced;Easy;Correct;1.25;Guided;Correct;-250;2
8;3;Free;Medium;Correct;0.75;Guided;Correct;450;8
8;3;Free;Easy;Correct;1.25;Guided;Correct;-50;8
8;3;Free;Medium;Correct;1.25;Guided;Correct;-450;8
8;3;Forced;Hard;Correct;0.75;Guided;Correct;-450;2
8;3;Forced;Medium;Correct;0.75;Guided;Correct;-250;5
8;3;Forced;Hard;Correct;0.25;Guided;Correct;550;5
8;3;Free;Easy;Correct;0.25;Guided;Correct;650;7
8;3;Forced;Hard;Error;0.75;Guided;Error;450;5
8;3;Free;Medium;Correct;0.25;Guided;Correct;450;8
8;3;Free;Hard;Correct;1.25;Guided;Correct;-350;6
8;3;Free;Easy;Correct;0.75;Guided;Correct;450;8
8;3;Forced;Hard;Error;1.25;Guided;Error;-150;1
8;3;Free;Hard;Correct;0.75;Guided;Correct;-450;5
8;3;Forced;Medium;Correct;1.25;Guided;Correct;-850;8
8;3;Free;Hard;Correct;1.25;Guided;Correct;-450;8
8;3;Forced;Medium;Error;0.75;Guided;Error;250;1
8;3;Forced;Easy;Correct;0.75;Guided;Correct;-50;8
8;3;Free;Medium;Correct;1.25;Guided;Correct;-750;8
8;3;Forced;Medium;Correct;1.25;Guided;Correct;-50;8
8;3;Free;Medium;Correct;0.25;Guided;Correct;950;8
8;3;Free;Hard;Correct;0.25;Guided;Correct;1150;5
8;3;Forced;Medium;Correct;0.25;Guided;Correct;1050;5
8;3;Forced;Hard;Correct;1.25;Guided;Correct;-350;5
8;3;Free;Easy;Correct;0.75;Guided;Correct;650;8
8;3;Forced;Easy;Correct;0.25;Guided;Correct;50;8
8;3;Forced;Easy;Correct;1.25;Guided;Correct;-650;8
8;3;Free;Easy;Correct;1.25;Guided;Correct;-1050;8
8;3;Free;Hard;Correct;0.25;Guided;Correct;950;5
8;3;Forced;Easy;Correct;0.25;Guided;Correct;250;5
8;3;Forced;Easy;Correct;0.75;Guided;Correct;350;5
8;3;Free;Hard;Error;0.75;Guided;Correct;450;3
8;4;Forced;Easy;Correct;0.75;Unguided;Correct;-350;8
8;4;Free;Hard;Error;0.75;Unguided;Correct;150;3
8;4;Free;Medium;Correct;0.75;Unguided;Correct;250;5
8;4;Free;Easy;Correct;0.25;Unguided;Correct;350;8
8;4;Free;Hard;Correct;0.25;Unguided;Correct;550;6
8;4;Forced;Easy;Correct;1.25;Unguided;Correct;-950;8
8;4;Forced;Hard;Correct;1.25;Unguided;Correct;-50;5
8;4;Free;Hard;Correct;1.25;Unguided;Error;-850;2
8;4;Free;Hard;Correct;1.25;Unguided;Error;-50;3
8;4;Free;Hard;Error;0.25;Unguided;Error;350;1
8;4;Forced;Medium;Correct;0.75;Unguided;Correct;-150;4
8;4;Forced;Easy;Correct;0.25;Unguided;Correct;50;8
8;4;Free;Medium;Correct;1.25;Unguided;Correct;-250;8
8;4;Forced;Medium;Correct;0.25;Unguided;Correct;750;8
8;4;Forced;Hard;Error;0.25;Unguided;Error;50;4
8;4;Forced;Hard;Correct;0.75;Unguided;Correct;-550;4
8;4;Free;Medium;Correct;1.25;Unguided;Correct;-850;7
8;4;Forced;Hard;Correct;0.75;Unguided;Correct;450;5
8;4;Forced;Easy;Correct;0.75;Unguided;Correct;350;8
8;4;Forced;Medium;Correct;0.25;Unguided;Correct;150;8
8;4;Free;Easy;Correct;0.25;Unguided;Correct;50;8
8;4;Forced;Hard;Correct;0.25;Unguided;Correct;550;5
8;4;Forced;Easy;Correct;1.25;Unguided;Correct;-350;3
8;4;Free;Easy;Correct;0.75;Unguided;Correct;-150;8
8;4;Free;Hard;Correct;0.75;Unguided;Error;50;2
8;4;Free;Easy;Correct;0.75;Unguided;Correct;550;8
8;4;Free;Easy;Correct;1.25;Unguided;Correct;-50;8
8;4;Free;Easy;Correct;1.25;Unguided;Correct;-950;8
8;4;Forced;Easy;Correct;0.25;Unguided;Correct;450;8
8;4;Forced;Medium;Correct;0.75;Unguided;Correct;-350;8
8;4;Forced;Medium;Correct;1.25;Unguided;Correct;-750;8
8;4;Free;Medium;Error;0.25;Unguided;Correct;750;8
8;4;Forced;Medium;Correct;1.25;Unguided;Correct;50;8
8;4;Free;Medium;Correct;0.75;Unguided;Correct;-350;6
8;4;Forced;Hard;Correct;1.25;Unguided;Correct;-650;5
8;4;Free;Medium;Correct;0.25;Unguided;Correct;250;7
8;5;Forced;Hard;Correct;1.25;Guided;Correct;-350;5
8;5;Forced;Easy;Correct;1.25;Guided;Correct;-650;8
8;5;Forced;Medium;Correct;0.25;Guided;Correct;750;8
8;5;Forced;Medium;Correct;0.75;Guided;Correct;150;8
8;5;Forced;Medium;Correct;0.75;Guided;Correct;-350;8
8;5;Free;Hard;Error;1.25;Guided;Correct;-950;2
8;5;Forced;Medium;Correct;1.25;Guided;Correct;-450;8
8;5;Forced;Easy;Correct;0.75;Guided;Correct;150;8
8;5;Forced;Easy;Correct;0.25;Guided;Correct;50;8
8;5;Forced;Hard;Correct;1.25;Guided;Correct;-850;5
8;5;Free;Hard;Correct;0.75;Guided;Correct;150;5
8;5;Forced;Easy;Correct;0.25;Guided;Correct;750;8
8;5;Forced;Easy;Correct;0.75;Guided;Correct;-350;8
8;5;Forced;Medium;Correct;0.25;Guided;Correct;650;8
8;5;Free;Hard;Correct;1.25;Guided;Correct;-150;3
8;5;Free;Medium;Correct;0.25;Guided;Correct;650;8
8;5;Free;Hard;Correct;0.75;Guided;Error;50;2
8;5;Free;Medium;Correct;1.25;Guided;Correct;-250;8
8;5;Free;Easy;Correct;0.25;Guided;Correct;450;8
8;5;Free;Easy;Correct;1.25;Guided;Correct;-250;8
8;5;Forced;Hard;Correct;0.25;Guided;Correct;650;5
8;5;Forced;Hard;Error;0.75;Guided;Error;150;5
8;5;Free;Easy;Correct;0.25;Guided;Correct;650;8
8;5;Free;Medium;Correct;0.75;Guided;Correct;250;8
8;5;Forced;Hard;Error;0.25;Guided;Error;450;6
8;5;Forced;Hard;Correct;0.75;Guided;Correct;50;2
8;5;Free;Medium;Correct;0.75;Guided;Correct;50;7
8;5;Free;Easy;Correct;1.25;Guided;Correct;-150;8
8;5;Free;Easy;Correct;0.75;Guided;Correct;50;8
8;5;Forced;Medium;Correct;1.25;Guided;Correct;-350;8
8;5;Free;Medium;Error;1.25;Guided;Correct;-750;2
8;5;Free;Hard;Correct;0.25;Guided;Correct;450;5
8;5;Forced;Easy;Correct;1.25;Guided;Correct;-350;8
8;5;Free;Easy;Correct;0.75;Guided;Correct;150;8
8;5;Free;Medium;Correct;0.25;Guided;Correct;150;8
8;5;Free;Hard;Correct;0.25;Guided;Correct;450;4
8;6;Free;Easy;Correct;0.25;Unguided;Correct;550;8
8;6;Forced;Hard;Correct;0.25;Unguided;Correct;650;5
8;6;Free;Hard;Correct;1.25;Unguided;Error;-250;5
8;6;Free;Easy;Correct;1.25;Unguided;Correct;-750;8
8;6;Free;Medium;Correct;0.25;Unguided;Correct;550;8
8;6;Forced;Hard;Correct;0.75;Unguided;Correct;-250;7
8;6;Forced;Easy;Correct;1.25;Unguided;Correct;-750;8
8;6;Free;Medium;Correct;1.25;Unguided;Correct;-350;8
8;6;Forced;Medium;Correct;1.25;Unguided;Correct;-350;8
8;6;Forced;Easy;Correct;0.75;Unguided;Correct;150;8
8;6;Free;Medium;Correct;0.25;Unguided;Correct;350;8
8;6;Free;Hard;Error;0.25;Unguided;Correct;350;7
8;6;Forced;Medium;Correct;0.75;Unguided;Correct;-250;7
8;6;Forced;Medium;Correct;0.25;Unguided;Correct;350;8
8;6;Forced;Medium;Error;1.25;Unguided;Error;-450;2
8;6;Free;Easy;Correct;0.75;Unguided;Correct;-250;8
8;6;Forced;Medium;Correct;0.25;Unguided;Correct;350;6
8;6;Free;Easy;Correct;1.25;Unguided;Correct;-550;8
8;6;Forced;Medium;Correct;0.75;Unguided;Correct;-50;8
8;6;Forced;Hard;Correct;1.25;Unguided;Correct;-350;2
8;6;Forced;Easy;Correct;0.25;Unguided;Correct;250;5
8;6;Free;Medium;Correct;1.25;Unguided;Correct;-450;7
8;6;Forced;Hard;Error;1.25;Unguided;Error;-450;8
8;6;Free;Hard;Correct;1.25;Unguided;Error;-350;1
8;6;Free;Medium;Correct;0.75;Unguided;Correct;-50;5
8;6;Forced;Easy;Correct;1.25;Unguided;Correct;-450;8
8;6;Forced;Easy;Correct;0.75;Unguided;Correct;-250;8
8;6;Free;Easy;Correct;0.25;Unguided;Correct;50;6
8;6;Free;Hard;Correct;0.75;Unguided;Correct;-150;3
8;6;Forced;Easy;Correct;0.25;Unguided;Correct;550;6
8;6;Free;Easy;Correct;0.75;Unguided;Correct;150;8
8;6;Free;Hard;Error;0.75;Unguided;Correct;150;3
8;6;Free;Medium;Correct;0.75;Unguided;Correct;-250;8
8;6;Forced;Hard;Correct;0.25;Unguided;Correct;550;4
8;6;Forced;Hard;Correct;0.75;Unguided;Correct;50;3
8;6;Free;Hard;Correct;0.25;Unguided;Error;450;3
8;7;Forced;Hard;Correct;0.25;Guided;Correct;150;8
8;7;Free;Medium;Correct;0.75;Guided;Correct;150;8
8;7;Forced;Easy;Correct;0.75;Guided;Correct;-250;8
8;7;Forced;Hard;Error;1.25;Guided;Error;-250;3
8;7;Forced;Medium;Correct;1.25;Guided;Correct;-850;4
8;7;Forced;Easy;Correct;0.25;Guided;Correct;750;7
8;7;Free;Hard;Correct;0.25;Guided;Error;650;6
8;7;Free;Hard;Correct;0.75;Guided;Correct;-250;2
8;7;Forced;Medium;Correct;0.25;Guided;Correct;50;5
8;7;Free;Medium;Correct;0.25;Guided;Correct;350;6
8;7;Free;Medium;Error;0.75;Guided;Error;150;3
8;7;Forced;Hard;Error;0.75;Guided;Error;50;2
8;7;Forced;Hard;Correct;1.25;Guided;Correct;-950;2
8;7;Forced;Easy;Correct;0.75;Guided;Correct;-150;7
8;7;Forced;Medium;Correct;1.25;Guided;Correct;-450;5
8;7;Free;Medium;Correct;1.25;Guided;Correct;-850;2
8;7;Forced;Medium;Correct;0.75;Guided;Correct;-550;2
8;7;Free;Medium;Correct;0.25;Guided;Correct;250;3
8;7;Forced;Easy;Correct;1.25;Guided;Correct;-350;4
8;7;Free;Easy;Correct;0.75;Guided;Correct;-250;5
8;7;Free;Easy;Correct;1.25;Guided;Correct;-550;7
8;7;Free;Hard;Error;0.75;Guided;Error;250;5
8;7;Forced;Hard;Correct;0.75;Guided;Correct;-450;7
8;7;Free;Hard;Correct;1.25;Guided;Correct;-650;6
8;7;Free;Easy;Correct;0.25;Guided;Correct;250;8
8;7;Forced;Medium;Correct;0.75;Guided;Correct;150;6
8;7;Free;Easy;Correct;0.25;Guided;Correct;-50;8
8;7;Forced;Easy;Correct;0.25;Guided;Correct;250;7
8;7;Free;Medium;Correct;1.25;Guided;Correct;-850;5
8;7;Forced;Medium;Correct;0.25;Guided;Correct;250;7
8;7;Free;Easy;Correct;0.75;Guided;Correct;-250;7
8;7;Forced;Easy;Correct;1.25;Guided;Correct;-450;6
8;7;Forced;Hard;Correct;0.25;Guided;Correct;650;1
8;7;Free;Hard;Correct;0.25;Guided;Correct;150;7
8;7;Free;Hard;Correct;1.25;Guided;Correct;-850;7
8;7;Free;Easy;Correct;1.25;Guided;Correct;-750;6
8;8;Free;Easy;Correct;0.75;Unguided;Correct;-250;8
8;8;Free;Easy;Correct;0.25;Unguided;Correct;450;8
8;8;Free;Easy;Correct;0.25;Unguided;Correct;450;8
8;8;Free;Hard;Error;1.25;Unguided;Correct;-950;8
8;8;Forced;Medium;Correct;0.25;Unguided;Correct;550;8
8;8;Free;Medium;Correct;1.25;Unguided;Correct;-250;8
8;8;Forced;Easy;Correct;0.75;Unguided;Correct;150;7
8;8;Free;Medium;Correct;0.75;Unguided;Correct;-250;8
8;8;Free;Hard;Correct;0.25;Unguided;Correct;250;8
8;8;Forced;Medium;Correct;1.25;Unguided;Correct;-50;8
8;8;Free;Hard;Correct;0.75;Unguided;Correct;150;3
8;8;Forced;Hard;Correct;1.25;Unguided;Correct;50;7
8;8;Free;Hard;Correct;0.25;Unguided;Correct;950;3
8;8;Free;Hard;Error;1.25;Unguided;Error;150;6
8;8;Forced;Hard;Correct;0.75;Unguided;Correct;150;7
8;8;Forced;Hard;Correct;0.75;Unguided;Correct;-350;6
8;8;Free;Medium;Correct;0.25;Unguided;Correct;350;7
8;8;Forced;Medium;Correct;0.75;Unguided;Correct;450;6
8;8;Forced;Hard;Correct;1.25;Unguided;Correct;-650;7
8;8;Forced;Easy;Correct;0.75;Unguided;Correct;50;8
8;8;Free;Easy;Correct;0.75;Unguided;Correct;150;8
8;8;Free;Easy;Correct;1.25;Unguided;Correct;-50;7
8;8;Forced;Medium;Correct;0.75;Unguided;Correct;-250;8
8;8;Forced;Easy;Correct;1.25;Unguided;Correct;-450;8
8;8;Free;Medium;Error;0.25;Unguided;Correct;850;7
8;8;Forced;Easy;Correct;0.25;Unguided;Correct;50;8
8;8;Forced;Hard;Correct;0.25;Unguided;Correct;650;8
8;8;Forced;Hard;Error;0.25;Unguided;Error;650;1
8;8;Forced;Medium;Correct;1.25;Unguided;Correct;-850;8
8;8;Forced;Medium;Correct;0.25;Unguided;Correct;50;8
8;8;Free;Hard;Correct;0.75;Unguided;Error;-450;8
8;8;Free;Easy;Correct;1.25;Unguided;Correct;-550;8
8;8;Free;Medium;Correct;1.25;Unguided;Correct;-850;6
8;8;Forced;Easy;Correct;0.25;Unguided;Correct;550;1
8;8;Free;Medium;Correct;0.75;Unguided;Correct;-450;6
8;8;Forced;Easy;Correct;1.25;Unguided;Correct;-850;6
8;9;Free;Hard;Correct;1.25;Guided;Error;-750;2
8;9;Free;Hard;Correct;0.75;Guided;Correct;-450;7
8;9;Free;Easy;Correct;0.25;Guided;Correct;550;7
8;9;Forced;Medium;Correct;1.25;Guided;Correct;-750;8
8;9;Free;Hard;Correct;0.75;Guided;Correct;150;3
8;9;Free;Easy;Correct;1.25;Guided;Correct;-950;6
8;9;Forced;Hard;Correct;1.25;Guided;Correct;-850;3
8;9;Free;Medium;Correct;0.25;Guided;Correct;150;8
8;9;Free;Medium;Correct;1.25;Guided;Correct;-350;8
8;9;Forced;Hard;Error;0.75;Guided;Error;150;1
8;9;Forced;Easy;Correct;1.25;Guided;Correct;-950;8
8;9;Free;Medium;Correct;0.75;Guided;Correct;-250;5
8;9;Forced;Hard;Correct;0.75;Guided;Correct;-50;8
8;9;Free;Easy;Correct;0.25;Guided;Correct;650;8
8;9;Forced;Hard;Error;0.25;Guided;Error;650;1
8;9;Forced;Easy;Correct;0.25;Guided;Correct;150;8
8;9;Forced;Easy;Correct;0.75;Guided;Correct;-250;8
8;9;Forced;Medium;Correct;0.25;Guided;Correct;650;8
8;9;Forced;Medium;Error;1.25;Guided;Error;-250;1
8;9;Free;Easy;Correct;0.75;Guided;Correct;-250;8
8;9;Free;Easy;Correct;1.25;Guided;Correct;-450;8
8;9;Free;Medium;Correct;1.25;Guided;Correct;-950;8
8;9;Forced;Medium;Correct;0.75;Guided;Correct;150;8
8;9;Free;Hard;Correct;0.25;Guided;Error;-50;5
8;9;Forced;Medium;Correct;0.75;Guided;Correct;-150;8
8;9;Forced;Hard;Correct;0.25;Guided;Correct;650;8
8;9;Free;Medium;Correct;0.75;Guided;Correct;-350;6
8;9;Free;Hard;Error;0.25;Guided;Error;50;4
8;9;Forced;Easy;Correct;1.25;Guided;Correct;-650;8
8;9;Free;Easy;Correct;0.75;Guided;Correct;50;8
8;9;Forced;Easy;Correct;0.25;Guided;Correct;150;8
8;9;Free;Medium;Correct;0.25;Guided;Correct;650;8
8;9;Forced;Easy;Correct;0.75;Guided;Correct;50;8
8;9;Forced;Hard;Correct;1.25;Guided;Correct;-650;8
8;9;Free;Hard;Correct;1.25;Guided;Correct;-950;8
8;9;Forced;Medium;Correct;0.25;Guided;Correct;550;8
8;10;Forced;Easy;Correct;0.75;Unguided;Correct;-550;8
8;10;Forced;Medium;Correct;1.25;Unguided;Correct;-750;5
8;10;Forced;Hard;Correct;0.75;Unguided;Correct;50;1
8;10;Forced;Hard;Correct;0.25;Unguided;Correct;650;8
8;10;Free;Medium;Correct;1.25;Unguided;Correct;50;4
8;10;Free;Hard;Correct;1.25;Unguided;Correct;-750;5
8;10;Free;Easy;Correct;1.25;Unguided;Correct;-350;5
8;10;Forced;Medium;Correct;0.25;Unguided;Correct;550;8
8;10;Free;Hard;Correct;0.75;Unguided;Error;-150;6
8;10;Forced;Medium;Correct;0.75;Unguided;Correct;-250;2
8;10;Free;Hard;Correct;0.25;Unguided;Error;250;8
8;10;Free;Easy;Correct;0.75;Unguided;Correct;-350;6
8;10;Forced;Hard;Correct;0.25;Unguided;Correct;450;4
8;10;Forced;Medium;Correct;0.75;Unguided;Correct;-450;7
8;10;Forced;Easy;Correct;0.25;Unguided;Correct;50;7
8;10;Free;Easy;Correct;0.25;Unguided;Correct;50;7
8;10;Forced;Medium;Correct;0.25;Unguided;Correct;450;3
8;10;Forced;Easy;Correct;1.25;Unguided;Correct;-850;7
8;10;Free;Medium;Correct;0.25;Unguided;Correct;50;7
8;10;Forced;Easy;Correct;0.75;Unguided;Correct;250;7
8;10;Free;Medium;Correct;1.25;Unguided;Error;-50;2
8;10;Forced;Easy;Correct;0.25;Unguided;Correct;750;7
8;10;Forced;Medium;Correct;1.25;Unguided;Correct;-150;8
8;10;Forced;Easy;Correct;1.25;Unguided;Correct;-850;8
8;10;Free;Medium;Error;0.75;Unguided;Correct;-450;8
8;10;Free;Easy;Correct;0.75;Unguided;Correct;150;8
8;10;Free;Hard;Error;0.25;Unguided;Correct;150;3
8;10;Forced;Hard;Correct;1.25;Unguided;Correct;-450;5
8;10;Forced;Hard;Correct;0.75;Unguided;Correct;-350;6
8;10;Free;Medium;Correct;0.75;Unguided;Correct;50;8
8;10;Free;Easy;Correct;0.25;Unguided;Correct;450;8
8;10;Free;Hard;Error;1.25;Unguided;Correct;-750;8
8;10;Free;Medium;Correct;0.25;Unguided;Correct;250;8
8;10;Forced;Hard;Error;1.25;Unguided;Error;-550;7
8;10;Free;Hard;Correct;0.75;Unguided;Correct;-50;5
8;10;Free;Easy;Correct;1.25;Unguided;Correct;-50;8
8;11;Free;Hard;Correct;0.25;Guided;Correct;250;5
8;11;Free;Easy;Correct;1.25;Guided;Correct;-350;7
8;11;Forced;Medium;Correct;0.75;Guided;Correct;-550;5
8;11;Forced;Easy;Correct;1.25;Guided;Correct;-450;5
8;11;Free;Easy;Correct;1.25;Guided;Correct;-550;8
8;11;Free;Medium;Correct;0.25;Guided;Correct;150;8
8;11;Forced;Easy;Correct;1.25;Guided;Correct;-250;8
8;11;Free;Hard;Correct;1.25;Guided;Correct;-550;5
8;11;Forced;Hard;Error;1.25;Guided;Error;-950;5
8;11;Free;Medium;Correct;0.75;Guided;Correct;-450;7
8;11;Forced;Easy;Correct;0.75;Guided;Correct;-550;8
8;11;Forced;Hard;Error;0.75;Guided;Error;-450;7
8;11;Free;Easy;Correct;0.75;Guided;Correct;-350;7
8;11;Free;Easy;Correct;0.75;Guided;Correct;-50;7
8;11;Forced;Easy;Correct;0.75;Guided;Correct;150;8
8;11;Forced;Medium;Error;0.75;Guided;Error;150;1
8;11;Free;Hard;Correct;0.75;Guided;Correct;-450;8
8;11;Free;Hard;Correct;0.25;Guided;Correct;550;4
8;11;Forced;Medium;Correct;0.25;Guided;Correct;450;7
8;11;Free;Medium;Correct;0.25;Guided;Correct;250;8
8;11;Forced;Hard;Correct;1.25;Guided;Correct;-650;8
8;11;Forced;Easy;Correct;0.25;Guided;Correct;650;7
8;11;Forced;Hard;Correct;0.25;Guided;Correct;550;1
8;11;Free;Medium;Correct;1.25;Guided;Correct;-750;8
8;11;Free;Easy;Correct;0.25;Guided;Correct;650;8
8;11;Forced;Hard;Correct;0.25;Guided;Correct;250;8
8;11;Forced;Medium;Correct;0.25;Guided;Correct;50;8
8;11;Free;Easy;Correct;0.25;Guided;Correct;150;8
8;11;Free;Hard;Error;0.75;Guided;Error;-150;5
8;11;Free;Medium;Correct;1.25;Guided;Correct;-150;8
8;11;Forced;Medium;Correct;1.25;Guided;Correct;-850;8
8;11;Forced;Medium;Correct;1.25;Guided;Correct;50;8
8;11;Forced;Easy;Correct;0.25;Guided;Correct;250;8
8;11;Forced;Hard;Correct;0.75;Guided;Correct;350;3
8;11;Free;Medium;Correct;0.75;Guided;Correct;-250;7
8;11;Free;Hard;Correct;1.25;Guided;Correct;-750;8
8;12;Free;Medium;Correct;0.25;Unguided;Correct;350;3
8;12;Forced;Easy;Correct;0.25;Unguided;Correct;350;5
8;12;Free;Easy;Correct;1.25;Unguided;Correct;-350;8
8;12;Free;Medium;Correct;0.25;Unguided;Correct;250;5
8;12;Free;Easy;Correct;0.25;Unguided;Correct;650;8
8;12;Free;Hard;Correct;1.25;Unguided;Correct;-550;6
8;12;Forced;Medium;Correct;0.25;Unguided;Correct;550;6
8;12;Forced;Medium;Correct;0.75;Unguided;Correct;150;2
8;12;Free;Medium;Error;1.25;Unguided;Correct;-950;7
8;12;Free;Easy;Correct;0.75;Unguided;Correct;-450;7
8;12;Forced;Medium;Correct;1.25;Unguided;Correct;-450;8
8;12;Free;Medium;Correct;1.25;Unguided;Correct;-850;8
8;12;Free;Hard;Correct;0.75;Unguided;Error;-250;7
8;12;Forced;Hard;Correct;0.75;Unguided;Correct;450;8
8;12;Forced;Easy;Correct;1.25;Unguided;Correct;-350;7
8;12;Forced;Medium;Correct;0.25;Unguided;Correct;550;8
8;12;Forced;Easy;Correct;0.75;Unguided;Correct;-450;7
8;12;Forced;Easy;Correct;0.75;Unguided;Correct;-350;8
8;12;Free;Hard;Error;0.75;Unguided;Correct;250;8
8;12;Forced;Hard;Correct;0.25;Unguided;Correct;50;6
8;12;Forced;Easy;Correct;1.25;Unguided;Correct;-150;8
8;12;Free;Hard;Correct;0.25;Unguided;Correct;250;8
8;12;Forced;Hard;Correct;1.25;Unguided;Correct;-350;8
8;12;Forced;Medium;Correct;1.25;Unguided;Correct;-850;1
8;12;Free;Easy;Correct;1.25;Unguided;Correct;-550;7
8;12;Forced;Medium;Correct;0.75;Unguided;Correct;150;8
8;12;Forced;Hard;Error;0.25;Unguided;Error;650;7
8;12;Free;Medium;Correct;0.75;Unguided;Error;-450;3
8;12;Forced;Hard;Correct;1.25;Unguided;Correct;-450;5
