NumSuj;NumBloc;Level of Automation;Difficulty;System Correctness;Latence (in s);Explicability;Subject Correctness;Type of Control;Temporal Binding (in ms);Score of Control
28;12;Forced;Easy;Correct;0.25;Unguided;Correct;Used;150;2
28;12;Free;Medium;Correct;0.25;Unguided;Correct;Used;150;2
28;12;Forced;Medium;Correct;1.25;Unguided;Correct;Used;-450;3
28;12;Forced;Medium;Correct;0.25;Unguided;Correct;Used;-50;2
28;12;Free;Hard;Correct;1.25;Unguided;Correct;Used;-250;5
28;12;Free;Easy;Correct;0.75;Unguided;Correct;Used;-350;2
28;12;Free;Medium;Correct;0.75;Unguided;Correct;Used;50;5
28;12;Free;Hard;Correct;0.25;Unguided;Error;Used;50;6
28;12;Free;Hard;Correct;0.75;Unguided;Error;Used;-250;5
28;12;Free;Easy;Correct;0.25;Unguided;Correct;Used;-50;1
28;12;Free;Easy;Correct;1.25;Unguided;Correct;Used;-350;2
28;12;Forced;Hard;Correct;0.75;Unguided;Correct;Used;-150;4
28;12;Free;Medium;Correct;1.25;Unguided;Error;Used;-650;5
28;12;Forced;Medium;Correct;0.25;Unguided;Correct;Used;50;4
28;12;Forced;Hard;Correct;0.25;Unguided;Correct;Used;50;4
28;12;Forced;Easy;Correct;0.75;Unguided;Correct;Used;50;3
28;12;Free;Easy;Correct;0.25;Unguided;Correct;Used;50;2
28;12;Free;Easy;Correct;1.25;Unguided;Correct;Used;-450;2
28;12;Free;Easy;Correct;0.75;Unguided;Correct;Used;50;2
29;1;Forced;Medium;Correct;0.75;Guided;Correct;Felt;-550;5
29;1;Free;Hard;Error;1.25;Guided;Correct;Felt;-1150;3
29;1;Forced;Easy;Correct;0.75;Guided;Correct;Felt;-650;7
29;1;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-1030;6
29;1;Forced;Medium;Correct;0.25;Guided;Correct;Felt;-150;6
29;1;Free;Hard;Correct;0.75;Guided;Correct;Felt;-660;5
29;1;Free;Easy;Correct;0.25;Guided;Correct;Felt;-150;6
29;1;Free;Easy;Correct;0.75;Guided;Correct;Felt;150;6
29;1;Free;Medium;Correct;1.25;Guided;Correct;Felt;-50;4
29;1;Free;Easy;Correct;0.75;Guided;Correct;Felt;560;6
29;1;Forced;Easy;Correct;0.25;Guided;Correct;Felt;0;5
29;1;Free;Easy;Correct;0.25;Guided;Correct;Felt;600;5
29;1;Free;Hard;Correct;1.25;Guided;Correct;Felt;-50;5
29;1;Forced;Hard;Correct;1.25;Guided;Correct;Felt;150;5
29;1;Free;Medium;Correct;0.75;Guided;Correct;Felt;50;6
29;1;Free;Hard;Correct;0.75;Guided;Correct;Felt;150;3
29;1;Free;Medium;Correct;0.75;Guided;Correct;Felt;452;2
29;1;Forced;Medium;Correct;1.25;Guided;Correct;Felt;150;4
29;1;Forced;Hard;Correct;0.25;Guided;Correct;Felt;250;3
29;1;Free;Easy;Correct;1.25;Guided;Correct;Felt;-50;4
29;1;Forced;Medium;Correct;0.75;Guided;Correct;Felt;550;2
29;1;Free;Medium;Correct;0.25;Guided;Correct;Felt;-50;3
29;1;Forced;Hard;Correct;0.75;Guided;Correct;Felt;-40;4
29;1;Forced;Easy;Correct;0.75;Guided;Correct;Felt;-250;2
29;1;Free;Hard;Correct;0.25;Guided;Correct;Felt;100;3
29;1;Forced;Hard;Correct;0.75;Guided;Correct;Felt;-350;1
29;1;Forced;Hard;Error;0.25;Guided;Error;Felt;650;4
29;1;Free;Medium;Error;1.25;Guided;Correct;Felt;-300;1
29;1;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-50;3
29;1;Free;Hard;Correct;0.25;Guided;Correct;Felt;750;4
29;1;Free;Easy;Correct;1.25;Guided;Correct;Felt;150;5
29;1;Free;Medium;Correct;0.25;Guided;Correct;Felt;160;4
29;1;Forced;Medium;Correct;1.25;Guided;Correct;Felt;-320;5
29;1;Forced;Hard;Error;1.25;Guided;Error;Felt;-450;3
29;1;Forced;Medium;Correct;0.25;Guided;Correct;Felt;950;3
29;1;Forced;Easy;Correct;0.25;Guided;Correct;Felt;350;3
29;2;Free;Medium;Correct;1.25;Unguided;Correct;Used;-50;4
29;2;Forced;Easy;Correct;0.25;Unguided;Correct;Used;-149;1
29;2;Free;Medium;Correct;0.75;Unguided;Correct;Used;150;6
29;2;Free;Medium;Correct;0.25;Unguided;Correct;Used;-30;3
29;2;Forced;Hard;Correct;0.75;Unguided;Correct;Used;450;1
29;2;Forced;Easy;Correct;0.75;Unguided;Correct;Used;160;1
29;2;Free;Hard;Correct;0.25;Unguided;Correct;Used;1070;6
29;2;Free;Easy;Correct;1.25;Unguided;Correct;Used;150;2
29;2;Forced;Hard;Correct;0.25;Unguided;Correct;Used;460;1
29;2;Forced;Medium;Correct;0.25;Unguided;Correct;Used;1000;1
29;2;Free;Hard;Correct;1.25;Unguided;Correct;Used;50;8
29;2;Free;Easy;Correct;0.75;Unguided;Correct;Used;200;6
29;2;Free;Medium;Correct;0.25;Unguided;Correct;Used;450;5
29;2;Free;Hard;Error;0.75;Unguided;Correct;Used;450;6
29;2;Free;Hard;Correct;0.75;Unguided;Correct;Used;750;6
29;2;Forced;Hard;Correct;1.25;Unguided;Correct;Used;200;1
29;2;Forced;Medium;Correct;1.25;Unguided;Correct;Used;200;1
29;2;Forced;Easy;Correct;0.75;Unguided;Correct;Used;70;1
29;2;Forced;Hard;Error;0.75;Unguided;Error;Used;-250;1
29;2;Forced;Easy;Correct;0.25;Unguided;Correct;Used;650;1
29;2;Free;Easy;Correct;1.25;Unguided;Error;Used;50;5
29;2;Forced;Easy;Correct;1.25;Unguided;Correct;Used;-50;1
29;2;Free;Medium;Correct;1.25;Unguided;Correct;Used;-250;7
29;2;Forced;Medium;Correct;1.25;Unguided;Correct;Used;250;1
29;2;Free;Easy;Correct;0.25;Unguided;Correct;Used;-50;2
29;2;Forced;Easy;Correct;1.25;Unguided;Correct;Used;100;1
29;2;Free;Hard;Error;0.25;Unguided;Correct;Used;450;5
29;2;Forced;Medium;Correct;0.25;Unguided;Correct;Used;-100;1
29;2;Free;Medium;Correct;0.75;Unguided;Correct;Used;450;4
29;2;Forced;Hard;Correct;0.25;Unguided;Correct;Used;180;1
29;2;Free;Hard;Correct;1.25;Unguided;Correct;Used;250;5
29;2;Forced;Medium;Error;0.75;Unguided;Error;Used;450;5
29;2;Free;Easy;Correct;0.75;Unguided;Correct;Used;50;7
29;2;Free;Easy;Correct;0.25;Unguided;Correct;Used;50;5
29;2;Forced;Medium;Correct;0.75;Unguided;Correct;Used;-450;1
29;2;Forced;Hard;Correct;1.25;Unguided;Correct;Used;200;1
29;3;Free;Easy;Correct;0.75;Guided;Correct;Felt;150;6
29;3;Forced;Medium;Correct;0.25;Guided;Correct;Felt;-50;8
29;3;Free;Hard;Correct;0.25;Guided;Correct;Felt;-100;2
29;3;Forced;Easy;Correct;0.75;Guided;Correct;Felt;450;6
29;3;Free;Easy;Correct;1.25;Guided;Correct;Felt;-290;7
29;3;Free;Hard;Correct;1.25;Guided;Correct;Felt;160;2
29;3;Free;Medium;Correct;0.25;Guided;Correct;Felt;500;4
29;3;Forced;Medium;Correct;1.25;Guided;Correct;Felt;-50;6
29;3;Forced;Medium;Correct;0.75;Guided;Correct;Felt;670;7
29;3;Forced;Hard;Correct;1.25;Guided;Correct;Felt;150;1
29;3;Free;Hard;Correct;0.25;Guided;Correct;Felt;650;5
29;3;Free;Hard;Correct;0.75;Guided;Correct;Felt;450;5
29;3;Forced;Easy;Correct;0.75;Guided;Correct;Felt;160;8
29;3;Free;Easy;Correct;0.75;Guided;Correct;Felt;250;6
29;3;Forced;Easy;Correct;0.25;Guided;Correct;Felt;450;8
29;3;Forced;Hard;Correct;0.25;Guided;Correct;Felt;550;3
29;3;Free;Medium;Correct;0.75;Guided;Correct;Felt;0;6
29;3;Free;Hard;Correct;1.25;Guided;Correct;Felt;-50;1
29;3;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-250;6
29;3;Forced;Medium;Correct;0.75;Guided;Correct;Felt;-500;6
29;3;Forced;Hard;Error;0.75;Guided;Error;Felt;-50;2
29;3;Free;Medium;Correct;0.75;Guided;Correct;Felt;200;6
29;3;Free;Hard;Error;0.75;Guided;Correct;Felt;450;4
29;3;Free;Easy;Correct;0.25;Guided;Correct;Felt;200;6
29;3;Forced;Easy;Correct;1.25;Guided;Correct;Felt;200;8
29;3;Free;Easy;Correct;0.25;Guided;Correct;Felt;-40;6
29;3;Forced;Hard;Correct;0.25;Guided;Correct;Felt;450;5
29;3;Forced;Medium;Correct;0.25;Guided;Correct;Felt;-20;2
29;3;Forced;Medium;Correct;1.25;Guided;Correct;Felt;100;5
29;3;Free;Medium;Error;1.25;Guided;Error;Felt;-50;1
29;3;Free;Easy;Correct;1.25;Guided;Correct;Felt;-300;3
29;3;Free;Medium;Correct;0.25;Guided;Correct;Felt;600;2
29;3;Forced;Hard;Correct;0.75;Guided;Correct;Felt;250;1
29;3;Forced;Hard;Error;1.25;Guided;Error;Felt;-150;1
29;3;Free;Medium;Correct;1.25;Guided;Correct;Felt;-350;5
29;3;Forced;Easy;Correct;0.25;Guided;Correct;Felt;300;7
29;4;Forced;Easy;Correct;0.75;Unguided;Correct;Used;-650;1
29;4;Free;Easy;Correct;1.25;Unguided;Correct;Used;50;3
29;4;Free;Medium;Correct;0.25;Unguided;Correct;Used;700;7
29;4;Free;Medium;Correct;1.25;Unguided;Correct;Used;-50;6
29;4;Free;Easy;Correct;0.25;Unguided;Correct;Used;300;6
29;4;Forced;Medium;Correct;1.25;Unguided;Correct;Used;-40;1
29;4;Free;Hard;Correct;1.25;Unguided;Correct;Used;60;6
29;4;Free;Medium;Error;0.75;Unguided;Correct;Used;470;6
29;4;Forced;Medium;Correct;0.25;Unguided;Correct;Used;850;2
29;4;Forced;Medium;Correct;0.75;Unguided;Correct;Used;100;3
29;4;Free;Hard;Correct;1.25;Unguided;Correct;Used;-290;7
29;4;Forced;Medium;Correct;1.25;Unguided;Correct;Used;200;2
29;4;Free;Hard;Correct;0.75;Unguided;Correct;Used;-250;4
29;4;Free;Medium;Correct;0.75;Unguided;Correct;Used;200;4
29;4;Forced;Medium;Correct;0.25;Unguided;Correct;Used;450;4
29;4;Forced;Hard;Correct;0.75;Unguided;Correct;Used;450;1
29;4;Free;Easy;Correct;0.75;Unguided;Correct;Used;250;5
29;4;Forced;Hard;Error;0.25;Unguided;Error;Used;1050;3
29;4;Free;Medium;Correct;0.25;Unguided;Correct;Used;700;5
29;4;Free;Medium;Correct;1.25;Unguided;Correct;Used;150;4
29;4;Forced;Hard;Correct;1.25;Unguided;Correct;Used;50;2
29;4;Free;Easy;Correct;1.25;Unguided;Correct;Used;70;6
29;4;Forced;Easy;Correct;0.25;Unguided;Correct;Used;460;2
29;4;Free;Easy;Correct;0.25;Unguided;Correct;Used;200;2
29;4;Forced;Easy;Correct;0.25;Unguided;Correct;Used;-49;1
29;4;Forced;Hard;Error;0.75;Unguided;Error;Used;450;2
29;4;Forced;Medium;Correct;0.75;Unguided;Correct;Used;200;1
29;4;Free;Hard;Error;0.75;Unguided;Error;Used;460;7
29;4;Free;Easy;Correct;0.75;Unguided;Correct;Used;240;5
29;4;Forced;Easy;Correct;1.25;Unguided;Correct;Used;-50;4
29;4;Free;Hard;Correct;0.25;Unguided;Error;Used;950;7
29;4;Forced;Hard;Correct;0.25;Unguided;Correct;Used;680;7
29;4;Forced;Easy;Correct;1.25;Unguided;Correct;Used;70;2
29;4;Forced;Hard;Correct;1.25;Unguided;Correct;Used;50;2
29;4;Forced;Easy;Correct;0.75;Unguided;Correct;Used;190;3
29;4;Free;Hard;Correct;0.25;Unguided;Correct;Used;750;7
29;5;Free;Easy;Correct;0.25;Guided;Correct;Felt;750;3
29;5;Free;Medium;Correct;0.25;Guided;Correct;Felt;50;6
29;5;Forced;Medium;Correct;0.75;Guided;Correct;Felt;450;8
29;5;Forced;Easy;Correct;0.25;Guided;Correct;Felt;700;7
29;5;Free;Easy;Correct;1.25;Guided;Correct;Felt;150;8
29;5;Free;Hard;Error;0.25;Guided;Correct;Felt;150;2
29;5;Forced;Hard;Correct;1.25;Guided;Correct;Felt;100;4
29;5;Free;Medium;Correct;0.75;Guided;Correct;Felt;0;5
29;5;Forced;Medium;Correct;0.25;Guided;Correct;Felt;-20;7
29;5;Free;Medium;Correct;0.75;Guided;Correct;Felt;450;5
29;5;Free;Medium;Correct;0.25;Guided;Correct;Felt;150;8
29;5;Free;Hard;Correct;1.25;Guided;Correct;Felt;250;8
29;5;Forced;Easy;Correct;1.25;Guided;Correct;Felt;70;7
29;5;Forced;Easy;Correct;0.75;Guided;Correct;Felt;450;7
29;5;Forced;Easy;Correct;0.25;Guided;Correct;Felt;640;7
29;5;Forced;Hard;Correct;0.75;Guided;Correct;Felt;350;2
29;5;Forced;Hard;Correct;0.75;Guided;Correct;Felt;150;5
29;5;Free;Hard;Error;1.25;Guided;Correct;Felt;-50;1
29;5;Forced;Hard;Correct;1.25;Guided;Correct;Felt;-450;3
29;5;Forced;Medium;Correct;0.75;Guided;Correct;Felt;460;3
29;5;Free;Medium;Correct;1.25;Guided;Correct;Felt;-249;5
29;5;Free;Hard;Correct;0.75;Guided;Correct;Felt;80;3
29;5;Free;Medium;Correct;1.25;Guided;Correct;Felt;50;5
29;5;Forced;Hard;Correct;0.25;Guided;Correct;Felt;-150;1
29;5;Free;Easy;Correct;0.75;Guided;Correct;Felt;-520;7
29;5;Free;Hard;Correct;0.75;Guided;Correct;Felt;110;2
29;5;Forced;Hard;Error;0.25;Guided;Error;Felt;150;2
29;5;Free;Hard;Correct;0.25;Guided;Correct;Felt;760;1
29;5;Free;Easy;Correct;0.75;Guided;Correct;Felt;170;3
29;5;Forced;Medium;Correct;0.25;Guided;Correct;Felt;590;2
29;5;Forced;Easy;Correct;0.75;Guided;Correct;Felt;250;6
29;5;Forced;Medium;Error;1.25;Guided;Error;Felt;-700;1
29;5;Free;Easy;Correct;1.25;Guided;Correct;Felt;100;6
29;5;Forced;Medium;Correct;1.25;Guided;Correct;Felt;50;4
29;5;Forced;Easy;Correct;1.25;Guided;Correct;Felt;250;3
29;5;Free;Easy;Correct;0.25;Guided;Correct;Felt;950;3
29;6;Forced;Easy;Correct;1.25;Unguided;Correct;Used;150;2
29;6;Forced;Medium;Correct;0.25;Unguided;Correct;Used;650;2
29;6;Forced;Easy;Correct;0.75;Unguided;Correct;Used;200;2
29;6;Free;Easy;Correct;1.25;Unguided;Correct;Used;-450;2
29;6;Free;Easy;Correct;0.25;Unguided;Correct;Used;150;2
29;6;Forced;Hard;Error;1.25;Unguided;Error;Used;-250;1
29;6;Free;Hard;Correct;0.75;Unguided;Correct;Used;450;3
29;6;Free;Medium;Correct;0.75;Unguided;Correct;Used;480;3
29;6;Free;Medium;Correct;1.25;Unguided;Correct;Used;180;6
29;6;Free;Easy;Correct;0.25;Unguided;Correct;Used;50;5
29;6;Forced;Easy;Correct;0.25;Unguided;Correct;Used;200;2
29;6;Forced;Hard;Correct;0.25;Unguided;Correct;Used;950;2
29;6;Free;Medium;Correct;1.25;Unguided;Correct;Used;100;5
29;6;Forced;Hard;Correct;0.75;Unguided;Correct;Used;200;2
29;6;Forced;Hard;Correct;0.75;Unguided;Correct;Used;460;5
29;6;Forced;Easy;Correct;1.25;Unguided;Correct;Used;150;1
29;6;Free;Hard;Correct;1.25;Unguided;Correct;Used;200;5
29;6;Free;Easy;Correct;0.75;Unguided;Correct;Used;-630;3
29;6;Forced;Medium;Correct;0.75;Unguided;Correct;Used;450;1
29;6;Forced;Easy;Correct;0.75;Unguided;Correct;Used;200;2
29;6;Forced;Medium;Correct;0.75;Unguided;Correct;Used;250;3
29;6;Free;Medium;Error;0.25;Unguided;Correct;Used;710;5
29;6;Free;Hard;Correct;1.25;Unguided;Error;Used;50;7
29;6;Forced;Hard;Correct;0.25;Unguided;Correct;Used;750;2
29;6;Free;Easy;Correct;1.25;Unguided;Correct;Used;-30;5
29;6;Forced;Medium;Correct;1.25;Unguided;Correct;Used;-250;2
29;6;Forced;Hard;Correct;1.25;Unguided;Correct;Used;50;1
29;6;Free;Hard;Error;0.75;Unguided;Correct;Used;-50;8
29;6;Free;Medium;Correct;0.75;Unguided;Error;Used;-250;8
29;6;Free;Medium;Correct;0.25;Unguided;Correct;Used;-150;7
29;6;Forced;Easy;Correct;0.25;Unguided;Correct;Used;200;1
29;6;Free;Easy;Correct;0.75;Unguided;Correct;Used;200;2
29;6;Free;Hard;Error;0.25;Unguided;Correct;Used;950;7
29;6;Forced;Medium;Correct;0.25;Unguided;Correct;Used;750;5
29;6;Forced;Medium;Correct;1.25;Unguided;Correct;Used;-50;6
29;6;Free;Hard;Correct;0.25;Unguided;Correct;Used;-150;7
29;7;Free;Hard;Correct;1.25;Guided;Correct;Used;-1050;3
29;7;Free;Hard;Error;0.25;Guided;Error;Used;-150;3
29;7;Forced;Hard;Correct;0.75;Guided;Correct;Used;-250;1
29;7;Free;Medium;Correct;0.75;Guided;Correct;Used;350;2
29;7;Free;Medium;Correct;0.75;Guided;Correct;Used;450;2
29;7;Forced;Hard;Correct;1.25;Guided;Correct;Used;150;1
29;7;Free;Medium;Correct;0.25;Guided;Correct;Used;450;4
29;7;Forced;Easy;Correct;1.25;Guided;Correct;Used;-300;2
29;7;Forced;Medium;Correct;0.25;Guided;Correct;Used;-150;1
29;7;Forced;Easy;Correct;1.25;Guided;Correct;Used;50;2
29;7;Forced;Medium;Correct;1.25;Guided;Correct;Used;-300;1
29;7;Forced;Medium;Correct;0.25;Guided;Correct;Used;450;2
29;7;Forced;Easy;Correct;0.25;Guided;Correct;Used;50;1
29;7;Free;Hard;Error;1.25;Guided;Error;Used;150;4
29;7;Forced;Hard;Correct;0.25;Guided;Correct;Used;550;2
29;7;Free;Medium;Correct;0.25;Guided;Correct;Used;250;5
29;7;Free;Medium;Correct;1.25;Guided;Correct;Used;-50;5
29;7;Forced;Hard;Correct;1.25;Guided;Correct;Used;-40;2
29;7;Forced;Medium;Correct;1.25;Guided;Correct;Used;150;2
29;7;Forced;Easy;Correct;0.75;Guided;Correct;Used;80;1
29;7;Forced;Easy;Correct;0.75;Guided;Correct;Used;-50;1
29;7;Free;Easy;Correct;0.25;Guided;Correct;Used;-150;2
29;7;Forced;Easy;Correct;0.25;Guided;Correct;Used;50;2
29;7;Free;Easy;Correct;1.25;Guided;Correct;Used;70;3
29;7;Free;Easy;Correct;0.75;Guided;Correct;Used;-250;3
29;7;Free;Easy;Correct;0.25;Guided;Correct;Used;-10;3
29;7;Free;Easy;Correct;1.25;Guided;Correct;Used;50;2
29;7;Free;Easy;Correct;0.75;Guided;Correct;Used;200;1
29;7;Free;Hard;Correct;0.25;Guided;Error;Used;-150;5
29;7;Forced;Hard;Error;0.25;Guided;Error;Used;50;2
29;7;Forced;Medium;Error;0.75;Guided;Error;Used;-150;2
29;7;Forced;Medium;Correct;0.75;Guided;Correct;Used;150;5
29;7;Forced;Hard;Correct;0.75;Guided;Correct;Used;260;3
29;7;Free;Hard;Correct;0.75;Guided;Error;Used;450;8
29;7;Free;Medium;Correct;1.25;Guided;Correct;Used;250;1
29;7;Free;Hard;Correct;0.75;Guided;Correct;Used;550;2
29;8;Free;Easy;Correct;0.75;Unguided;Correct;Felt;250;2
29;8;Free;Medium;Correct;1.25;Unguided;Correct;Felt;250;5
29;8;Free;Hard;Error;0.25;Unguided;Correct;Felt;650;2
29;8;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;450;6
29;8;Free;Medium;Error;0.25;Unguided;Correct;Felt;50;1
29;8;Free;Medium;Correct;0.75;Unguided;Correct;Felt;-150;4
29;8;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;50;8
29;8;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;450;7
29;8;Free;Easy;Correct;0.75;Unguided;Correct;Felt;580;6
29;8;Free;Medium;Correct;1.25;Unguided;Correct;Felt;250;6
29;8;Forced;Hard;Correct;0.25;Unguided;Correct;Felt;550;3
29;8;Free;Medium;Correct;0.25;Unguided;Correct;Felt;-150;1
29;8;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;-149;6
29;8;Free;Hard;Correct;1.25;Unguided;Correct;Felt;150;3
29;8;Free;Hard;Correct;0.75;Unguided;Correct;Felt;160;1
29;8;Free;Hard;Correct;0.75;Unguided;Correct;Felt;250;1
29;8;Free;Hard;Correct;1.25;Unguided;Correct;Felt;100;2
29;8;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;150;4
29;8;Forced;Hard;Error;0.75;Unguided;Error;Felt;550;3
29;8;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;500;2
29;8;Free;Hard;Correct;0.25;Unguided;Correct;Felt;150;3
29;8;Free;Easy;Correct;0.25;Unguided;Correct;Felt;400;3
29;8;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;150;7
29;8;Free;Easy;Correct;1.25;Unguided;Correct;Felt;70;4
29;8;Free;Easy;Correct;0.25;Unguided;Correct;Felt;50;4
29;8;Forced;Hard;Correct;1.25;Unguided;Correct;Felt;-50;2
29;8;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;160;3
29;8;Forced;Hard;Error;0.75;Unguided;Error;Felt;460;1
29;8;Free;Medium;Correct;0.75;Unguided;Correct;Felt;100;2
29;8;Forced;Hard;Correct;0.25;Unguided;Correct;Felt;560;2
29;8;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;350;4
29;8;Free;Easy;Correct;1.25;Unguided;Correct;Felt;50;5
29;8;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;180;2
29;8;Forced;Hard;Correct;1.25;Unguided;Correct;Felt;-350;1
29;8;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;170;2
29;8;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;-50;1
29;9;Free;Hard;Correct;1.25;Guided;Correct;Used;-250;4
29;9;Free;Medium;Correct;1.25;Guided;Correct;Used;-350;4
29;9;Free;Hard;Correct;0.75;Guided;Correct;Used;250;3
29;9;Forced;Easy;Correct;0.25;Guided;Correct;Used;250;1
29;9;Free;Hard;Correct;0.25;Guided;Correct;Used;150;7
29;9;Free;Easy;Correct;1.25;Guided;Correct;Used;-50;4
29;9;Free;Hard;Error;0.75;Guided;Error;Used;-50;5
29;9;Free;Easy;Correct;0.25;Guided;Correct;Used;50;1
29;9;Free;Easy;Correct;0.75;Guided;Correct;Used;470;3
29;9;Forced;Hard;Correct;0.25;Guided;Correct;Used;-50;1
29;9;Forced;Hard;Error;0.75;Guided;Error;Used;150;3
29;9;Free;Medium;Correct;0.25;Guided;Correct;Used;250;3
29;9;Forced;Easy;Correct;0.25;Guided;Correct;Used;250;2
29;9;Forced;Hard;Correct;0.75;Guided;Correct;Used;200;1
29;9;Free;Medium;Correct;0.25;Guided;Correct;Used;-50;5
29;9;Forced;Easy;Correct;1.25;Guided;Correct;Used;50;1
29;9;Free;Easy;Correct;0.75;Guided;Correct;Used;-150;2
29;9;Forced;Hard;Correct;0.25;Guided;Correct;Used;-150;1
29;9;Forced;Medium;Correct;0.25;Guided;Correct;Used;-50;1
29;9;Free;Medium;Correct;1.25;Guided;Correct;Used;150;4
29;9;Free;Easy;Correct;0.25;Guided;Correct;Used;-149;2
29;9;Free;Medium;Correct;0.75;Guided;Correct;Used;250;5
29;9;Forced;Easy;Correct;0.75;Guided;Correct;Used;200;1
29;9;Forced;Easy;Correct;1.25;Guided;Correct;Used;250;1
29;9;Forced;Medium;Correct;1.25;Guided;Correct;Used;50;1
29;9;Free;Easy;Correct;1.25;Guided;Correct;Used;-50;1
29;9;Free;Hard;Correct;1.25;Guided;Correct;Used;-750;6
29;9;Forced;Medium;Error;0.25;Guided;Error;Used;-150;5
29;9;Forced;Easy;Correct;0.75;Guided;Correct;Used;-50;5
29;9;Free;Medium;Correct;0.75;Guided;Correct;Used;-450;2
29;9;Forced;Medium;Correct;1.25;Guided;Correct;Used;-300;1
29;9;Forced;Hard;Correct;1.25;Guided;Correct;Used;-50;1
29;9;Forced;Hard;Correct;1.25;Guided;Correct;Used;-250;2
29;9;Forced;Medium;Correct;0.75;Guided;Correct;Used;-250;1
29;9;Free;Hard;Error;0.25;Guided;Error;Used;-150;1
29;9;Forced;Medium;Correct;0.75;Guided;Correct;Used;-150;1
29;10;Forced;Hard;Correct;0.75;Unguided;Correct;Felt;250;3
29;10;Free;Easy;Correct;0.75;Unguided;Correct;Felt;-150;8
29;10;Free;Hard;Correct;1.25;Unguided;Correct;Felt;-350;1
29;10;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;200;7
29;10;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;-450;6
29;10;Free;Easy;Correct;0.25;Unguided;Correct;Felt;-149;8
29;10;Forced;Hard;Correct;0.75;Unguided;Correct;Felt;-250;4
29;10;Free;Easy;Correct;1.25;Unguided;Correct;Felt;250;8
29;10;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;751;5
29;10;Free;Medium;Correct;0.25;Unguided;Correct;Felt;-149;1
29;10;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;-200;4
29;10;Forced;Hard;Error;1.25;Unguided;Error;Felt;50;1
29;10;Free;Hard;Correct;1.25;Unguided;Correct;Felt;-50;1
29;10;Free;Hard;Error;0.75;Unguided;Correct;Felt;50;2
29;10;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;-330;7
29;10;Free;Medium;Correct;0.75;Unguided;Correct;Felt;-450;5
29;10;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;-550;5
29;10;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;190;2
29;10;Free;Medium;Correct;0.25;Unguided;Correct;Felt;350;5
29;10;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;-149;5
29;10;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;-20;4
29;10;Forced;Hard;Correct;1.25;Unguided;Correct;Felt;-50;2
29;10;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;-150;1
29;10;Free;Easy;Correct;0.25;Unguided;Correct;Felt;-50;2
29;10;Forced;Hard;Error;0.25;Unguided;Error;Felt;-48;1
29;10;Free;Medium;Correct;1.25;Unguided;Correct;Felt;-50;2
29;10;Free;Easy;Correct;0.75;Unguided;Correct;Felt;200;3
29;10;Free;Hard;Correct;0.75;Unguided;Correct;Felt;260;1
29;10;Free;Hard;Correct;0.25;Unguided;Error;Felt;-150;1
29;10;Free;Medium;Error;0.75;Unguided;Correct;Felt;-447;1
29;10;Free;Hard;Correct;0.25;Unguided;Error;Felt;300;1
29;10;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;-50;2
29;10;Free;Easy;Correct;1.25;Unguided;Correct;Felt;50;3
29;10;Free;Medium;Correct;1.25;Unguided;Correct;Felt;150;1
29;10;Forced;Hard;Correct;0.25;Unguided;Correct;Felt;-150;1
29;10;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;100;5
29;11;Forced;Easy;Correct;1.25;Guided;Correct;Used;-250;2
29;11;Free;Medium;Correct;0.25;Guided;Correct;Used;-50;6
29;11;Forced;Medium;Correct;1.25;Guided;Correct;Used;-50;1
29;11;Free;Medium;Correct;0.75;Guided;Error;Used;150;7
29;11;Free;Medium;Correct;1.25;Guided;Correct;Used;-350;7
29;11;Forced;Hard;Correct;0.75;Guided;Correct;Used;-450;3
29;11;Forced;Hard;Correct;1.25;Guided;Correct;Used;-50;5
29;11;Free;Medium;Correct;0.75;Guided;Correct;Used;-330;2
29;11;Free;Hard;Correct;0.75;Guided;Correct;Used;100;5
29;11;Forced;Easy;Correct;0.25;Guided;Correct;Used;-50;1
29;11;Free;Easy;Correct;1.25;Guided;Correct;Used;-50;1
