NumSuj;NumBloc;Level of Automation;Difficulty;System Correctness;Latence (in s);Explicability;Subject Correctness;Type of Control;Temporal Binding (in ms);Score of Control
4;2;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;250;7
4;2;Forced;Hard;Correct;1.25;Unguided;Correct;Felt;100;6
4;3;Free;Easy;Correct;0.75;Guided;Correct;Used;450;2
4;3;Forced;Medium;Correct;0.25;Guided;Correct;Used;1150;7
4;3;Free;Hard;Correct;0.25;Guided;Correct;Used;1100;6
4;3;Forced;Easy;Correct;0.75;Guided;Correct;Used;450;5
4;3;Free;Easy;Correct;1.25;Guided;Correct;Used;-250;3
4;3;Free;Hard;Correct;1.25;Guided;Correct;Used;-350;6
4;3;Free;Medium;Correct;0.25;Guided;Correct;Used;850;6
4;3;Forced;Medium;Correct;1.25;Guided;Correct;Used;-50;7
4;3;Forced;Medium;Correct;0.75;Guided;Correct;Used;550;7
4;3;Forced;Hard;Correct;1.25;Guided;Correct;Used;50;6
4;3;Free;Hard;Correct;0.25;Guided;Correct;Used;1250;5
4;3;Free;Hard;Correct;0.75;Guided;Correct;Used;650;6
4;3;Forced;Easy;Correct;0.75;Guided;Correct;Used;610;7
4;3;Free;Easy;Correct;0.75;Guided;Correct;Used;360;2
4;3;Forced;Easy;Correct;0.25;Guided;Correct;Used;1150;6
4;3;Forced;Hard;Correct;0.25;Guided;Correct;Used;1150;7
4;3;Free;Medium;Correct;0.75;Guided;Correct;Used;500;7
4;3;Free;Hard;Correct;1.25;Guided;Correct;Used;150;7
4;3;Forced;Easy;Correct;1.25;Guided;Correct;Used;230;7
4;3;Forced;Medium;Correct;0.75;Guided;Correct;Used;600;7
4;3;Forced;Hard;Error;0.75;Guided;Error;Used;250;7
4;3;Free;Medium;Correct;0.75;Guided;Correct;Used;250;5
4;3;Free;Hard;Error;0.75;Guided;Error;Used;150;8
4;3;Free;Easy;Correct;0.25;Guided;Correct;Used;800;8
4;3;Forced;Easy;Correct;1.25;Guided;Correct;Used;-250;6
4;3;Free;Easy;Correct;0.25;Guided;Correct;Used;1150;3
4;3;Forced;Hard;Correct;0.25;Guided;Correct;Used;950;8
4;3;Forced;Medium;Correct;0.25;Guided;Correct;Used;1240;8
4;3;Forced;Medium;Correct;1.25;Guided;Correct;Used;50;7
4;3;Free;Medium;Error;1.25;Guided;Error;Used;-150;7
4;3;Free;Easy;Correct;1.25;Guided;Correct;Used;-250;3
4;3;Free;Medium;Correct;0.25;Guided;Correct;Used;1050;7
4;3;Forced;Hard;Correct;0.75;Guided;Correct;Used;490;6
4;3;Forced;Hard;Error;1.25;Guided;Error;Used;50;5
4;3;Free;Medium;Correct;1.25;Guided;Correct;Used;50;5
4;3;Forced;Easy;Correct;0.25;Guided;Correct;Used;850;6
4;4;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;350;5
4;4;Free;Easy;Correct;1.25;Unguided;Correct;Felt;150;2
4;4;Free;Medium;Correct;0.25;Unguided;Correct;Felt;850;4
4;4;Free;Medium;Correct;1.25;Unguided;Error;Felt;-150;5
4;4;Free;Easy;Correct;0.25;Unguided;Error;Felt;750;4
4;4;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;50;5
4;4;Free;Hard;Correct;1.25;Unguided;Correct;Felt;-50;4
4;4;Free;Medium;Error;0.75;Unguided;Error;Felt;700;7
4;4;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;1150;2
4;4;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;450;6
4;4;Free;Hard;Correct;1.25;Unguided;Error;Felt;8;3
4;4;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;50;5
4;4;Free;Hard;Correct;0.75;Unguided;Error;Felt;650;5
4;4;Free;Medium;Correct;0.75;Unguided;Correct;Felt;150;4
4;4;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;850;4
4;4;Forced;Hard;Correct;0.75;Unguided;Correct;Felt;290;5
4;4;Free;Easy;Correct;0.75;Unguided;Error;Felt;650;3
4;4;Forced;Hard;Error;0.25;Unguided;Error;Felt;1150;3
4;4;Free;Medium;Correct;0.25;Unguided;Error;Felt;950;5
4;4;Free;Medium;Correct;1.25;Unguided;Error;Felt;-250;6
4;4;Forced;Hard;Correct;1.25;Unguided;Correct;Felt;50;5
4;4;Free;Easy;Correct;1.25;Unguided;Correct;Felt;50;5
4;4;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;950;6
4;4;Free;Easy;Correct;0.25;Unguided;Correct;Felt;1150;5
4;4;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;1200;4
4;4;Forced;Hard;Error;0.75;Unguided;Error;Felt;690;5
4;4;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;630;4
4;4;Free;Hard;Error;0.75;Unguided;Error;Felt;500;5
4;4;Free;Easy;Correct;0.75;Unguided;Error;Felt;450;4
4;4;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;50;5
4;4;Free;Hard;Correct;0.25;Unguided;Correct;Felt;650;4
4;4;Forced;Hard;Correct;0.25;Unguided;Correct;Felt;750;3
4;4;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;-50;4
4;4;Forced;Hard;Correct;1.25;Unguided;Correct;Felt;-150;4
4;4;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;650;3
4;4;Free;Hard;Correct;0.25;Unguided;Error;Felt;950;4
4;5;Free;Easy;Correct;0.25;Guided;Correct;Used;750;2
4;5;Free;Medium;Correct;0.25;Guided;Correct;Used;1150;3
4;5;Forced;Medium;Correct;0.75;Guided;Correct;Used;350;5
4;5;Forced;Easy;Correct;0.25;Guided;Correct;Used;950;4
4;5;Free;Easy;Correct;1.25;Guided;Correct;Used;150;2
4;5;Free;Hard;Error;0.25;Guided;Correct;Used;850;4
4;5;Forced;Hard;Correct;1.25;Guided;Correct;Used;-150;4
4;5;Free;Medium;Correct;0.75;Guided;Correct;Used;480;5
4;5;Forced;Medium;Correct;0.25;Guided;Correct;Used;1132;4
4;5;Free;Medium;Correct;0.75;Guided;Correct;Used;538;5
4;5;Free;Medium;Correct;0.25;Guided;Correct;Used;1130;6
4;5;Free;Hard;Correct;1.25;Guided;Correct;Used;130;5
4;5;Forced;Easy;Correct;1.25;Guided;Correct;Used;-150;5
4;5;Forced;Easy;Correct;0.75;Guided;Correct;Used;450;5
4;5;Forced;Easy;Correct;0.25;Guided;Correct;Used;1150;3
4;5;Forced;Hard;Correct;0.75;Guided;Correct;Used;630;4
4;5;Forced;Hard;Correct;0.75;Guided;Correct;Used;540;5
4;5;Free;Hard;Error;1.25;Guided;Error;Used;-50;6
4;5;Forced;Hard;Correct;1.25;Guided;Correct;Used;-50;5
4;5;Forced;Medium;Correct;0.75;Guided;Correct;Used;350;6
4;5;Free;Medium;Correct;1.25;Guided;Correct;Used;140;2
4;5;Free;Hard;Correct;0.75;Guided;Correct;Used;150;4
4;5;Free;Medium;Correct;1.25;Guided;Correct;Used;-160;5
4;5;Forced;Hard;Correct;0.25;Guided;Correct;Used;1050;5
4;5;Free;Easy;Correct;0.75;Guided;Correct;Used;530;5
4;5;Free;Hard;Correct;0.75;Guided;Correct;Used;700;3
4;5;Forced;Hard;Error;0.25;Guided;Error;Used;1050;5
4;5;Free;Hard;Correct;0.25;Guided;Correct;Used;1099;5
4;5;Free;Easy;Correct;0.75;Guided;Correct;Used;470;4
4;5;Forced;Medium;Correct;0.25;Guided;Correct;Used;950;5
4;5;Forced;Easy;Correct;0.75;Guided;Correct;Used;550;7
4;5;Forced;Medium;Error;1.25;Guided;Error;Used;50;8
4;5;Free;Easy;Correct;1.25;Guided;Correct;Used;50;7
4;5;Forced;Medium;Correct;1.25;Guided;Correct;Used;50;6
4;5;Forced;Easy;Correct;1.25;Guided;Correct;Used;-10;5
4;5;Free;Easy;Correct;0.25;Guided;Correct;Used;757;2
4;6;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;-50;5
4;6;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;950;5
4;6;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;650;6
4;6;Free;Easy;Correct;1.25;Unguided;Error;Felt;100;6
4;6;Free;Easy;Correct;0.25;Unguided;Error;Felt;950;5
4;6;Forced;Hard;Error;1.25;Unguided;Error;Felt;-50;4
4;6;Free;Hard;Correct;0.75;Unguided;Error;Felt;250;4
4;6;Free;Medium;Correct;0.75;Unguided;Correct;Felt;350;3
4;6;Free;Medium;Correct;1.25;Unguided;Error;Felt;-150;3
4;6;Free;Easy;Correct;0.25;Unguided;Correct;Felt;1100;5
4;6;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;1040;4
4;6;Forced;Hard;Correct;0.25;Unguided;Correct;Felt;850;4
4;6;Free;Medium;Correct;1.25;Unguided;Correct;Felt;150;3
4;6;Forced;Hard;Correct;0.75;Unguided;Correct;Felt;350;4
4;6;Forced;Hard;Correct;0.75;Unguided;Correct;Felt;702;3
4;6;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;240;4
4;6;Free;Hard;Correct;1.25;Unguided;Error;Felt;50;4
4;6;Free;Easy;Correct;0.75;Unguided;Error;Felt;350;6
4;6;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;450;4
4;6;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;550;5
4;6;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;500;3
4;6;Free;Medium;Error;0.25;Unguided;Error;Felt;1130;5
4;6;Free;Hard;Correct;1.25;Unguided;Error;Felt;-50;4
4;6;Forced;Hard;Correct;0.25;Unguided;Correct;Felt;1050;3
4;6;Free;Easy;Correct;1.25;Unguided;Correct;Felt;130;5
4;6;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;50;5
4;6;Forced;Hard;Correct;1.25;Unguided;Correct;Felt;250;3
4;6;Free;Hard;Error;0.75;Unguided;Correct;Felt;650;5
4;6;Free;Medium;Correct;0.75;Unguided;Error;Felt;550;6
4;6;Free;Medium;Correct;0.25;Unguided;Correct;Felt;850;5
4;6;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;1100;4
4;6;Free;Easy;Correct;0.75;Unguided;Correct;Felt;650;4
4;6;Free;Hard;Error;0.25;Unguided;Correct;Felt;850;5
4;6;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;750;5
4;6;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;-150;4
4;6;Free;Hard;Correct;0.25;Unguided;Error;Felt;950;3
4;7;Free;Hard;Correct;1.25;Unguided;Correct;Used;-150;5
4;7;Free;Hard;Error;0.25;Unguided;Error;Used;1150;5
4;7;Forced;Hard;Correct;0.75;Unguided;Correct;Used;450;5
4;7;Free;Medium;Correct;0.75;Unguided;Correct;Used;450;3
4;7;Free;Medium;Correct;0.75;Unguided;Correct;Used;617;4
4;7;Forced;Hard;Correct;1.25;Unguided;Correct;Used;-350;6
4;7;Free;Medium;Correct;0.25;Unguided;Correct;Used;740;7
4;7;Forced;Easy;Correct;1.25;Unguided;Correct;Used;-205;5
4;7;Forced;Medium;Correct;0.25;Unguided;Correct;Used;950;6
4;7;Forced;Easy;Correct;1.25;Unguided;Correct;Used;-205;6
4;7;Forced;Medium;Correct;1.25;Unguided;Correct;Used;-214;5
4;7;Forced;Medium;Correct;0.25;Unguided;Correct;Used;949;6
4;7;Forced;Easy;Correct;0.25;Unguided;Correct;Used;950;4
4;7;Free;Hard;Error;1.25;Unguided;Correct;Used;-217;5
4;7;Forced;Hard;Correct;0.25;Unguided;Correct;Used;849;6
4;7;Free;Medium;Correct;0.25;Unguided;Correct;Used;849;5
4;7;Free;Medium;Correct;1.25;Unguided;Correct;Used;-50;6
4;7;Forced;Hard;Correct;1.25;Unguided;Correct;Used;-350;7
4;7;Forced;Medium;Correct;1.25;Unguided;Correct;Used;-250;5
4;7;Forced;Easy;Correct;0.75;Unguided;Correct;Used;350;7
4;7;Forced;Easy;Correct;0.75;Unguided;Correct;Used;317;7
4;7;Free;Easy;Correct;0.25;Unguided;Correct;Used;1050;4
4;7;Forced;Easy;Correct;0.25;Unguided;Correct;Used;783;6
4;7;Free;Easy;Correct;1.25;Unguided;Correct;Used;-28;2
4;7;Free;Easy;Correct;0.75;Unguided;Correct;Used;550;6
4;7;Free;Easy;Correct;0.25;Unguided;Correct;Used;850;6
4;7;Free;Easy;Correct;1.25;Unguided;Correct;Used;-150;6
4;7;Free;Easy;Correct;0.75;Unguided;Correct;Used;250;7
4;7;Free;Hard;Correct;0.25;Unguided;Correct;Used;950;1
4;7;Forced;Hard;Error;0.25;Unguided;Error;Used;950;6
4;7;Forced;Medium;Error;0.75;Unguided;Error;Used;550;4
4;7;Forced;Medium;Correct;0.75;Unguided;Correct;Used;250;6
4;7;Forced;Hard;Correct;0.75;Unguided;Correct;Used;250;6
4;7;Free;Hard;Correct;0.75;Unguided;Correct;Used;306;6
4;7;Free;Medium;Correct;1.25;Unguided;Correct;Used;-151;6
4;7;Free;Hard;Correct;0.75;Unguided;Correct;Used;150;7
4;8;Free;Easy;Correct;0.75;Guided;Correct;Felt;100;6
4;8;Free;Medium;Correct;1.25;Guided;Error;Felt;-300;5
4;8;Free;Hard;Error;0.25;Guided;Correct;Felt;700;4
4;8;Forced;Medium;Correct;0.25;Guided;Correct;Felt;600;6
4;8;Free;Medium;Error;0.25;Guided;Correct;Felt;680;7
4;8;Free;Medium;Correct;0.75;Guided;Correct;Felt;200;6
4;8;Forced;Medium;Correct;1.25;Guided;Correct;Felt;-500;7
4;8;Forced;Easy;Correct;0.75;Guided;Correct;Felt;88;7
4;8;Free;Easy;Correct;0.75;Guided;Correct;Felt;200;5
4;8;Free;Medium;Correct;1.25;Guided;Correct;Felt;-412;7
4;8;Forced;Hard;Correct;0.25;Guided;Correct;Felt;700;6
4;8;Free;Medium;Correct;0.25;Guided;Correct;Felt;900;4
4;8;Forced;Easy;Correct;0.25;Guided;Correct;Felt;1000;5
4;8;Free;Hard;Correct;1.25;Guided;Correct;Felt;-200;6
4;8;Free;Hard;Correct;0.75;Guided;Error;Felt;500;6
4;8;Free;Hard;Correct;0.75;Guided;Correct;Felt;500;4
4;8;Free;Hard;Correct;1.25;Guided;Correct;Felt;-400;7
4;8;Forced;Medium;Correct;0.25;Guided;Correct;Felt;798;5
4;8;Forced;Hard;Error;0.75;Guided;Error;Felt;99;6
4;8;Forced;Medium;Correct;0.75;Guided;Correct;Felt;100;5
4;8;Free;Hard;Correct;0.25;Guided;Error;Felt;700;5
4;8;Free;Easy;Correct;0.25;Guided;Correct;Felt;900;5
4;8;Forced;Medium;Correct;1.25;Guided;Correct;Felt;-244;6
4;8;Free;Easy;Correct;1.25;Guided;Correct;Felt;-400;6
4;8;Free;Easy;Correct;0.25;Guided;Correct;Felt;699;6
4;8;Forced;Hard;Correct;1.25;Guided;Correct;Felt;-500;5
4;8;Forced;Easy;Correct;0.75;Guided;Correct;Felt;100;5
4;8;Forced;Hard;Error;0.75;Guided;Error;Felt;200;5
4;8;Free;Medium;Correct;0.75;Guided;Correct;Felt;245;4
4;8;Forced;Hard;Correct;0.25;Guided;Correct;Felt;687;5
4;8;Forced;Easy;Correct;0.25;Guided;Correct;Felt;700;6
4;8;Free;Easy;Correct;1.25;Guided;Correct;Felt;-334;5
4;8;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-200;4
4;8;Forced;Hard;Correct;1.25;Guided;Correct;Felt;-400;6
4;8;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-400;6
4;8;Forced;Medium;Correct;0.75;Guided;Correct;Felt;200;5
4;9;Free;Hard;Correct;1.25;Unguided;Error;Used;-250;5
4;9;Free;Medium;Correct;1.25;Unguided;Correct;Used;-550;4
4;9;Free;Hard;Correct;0.75;Unguided;Correct;Used;50;6
4;9;Forced;Easy;Correct;0.25;Unguided;Correct;Used;650;7
4;9;Free;Hard;Correct;0.25;Unguided;Correct;Used;750;6
4;9;Free;Easy;Correct;1.25;Unguided;Correct;Used;-650;3
4;9;Free;Hard;Error;0.75;Unguided;Error;Used;-50;5
4;9;Free;Easy;Correct;0.25;Unguided;Correct;Used;950;2
4;9;Free;Easy;Correct;0.75;Unguided;Correct;Used;550;5
4;9;Forced;Hard;Correct;0.25;Unguided;Correct;Used;1200;4
4;9;Forced;Hard;Error;0.75;Unguided;Error;Used;650;4
4;9;Free;Medium;Correct;0.25;Unguided;Correct;Used;950;5
4;9;Forced;Easy;Correct;0.25;Unguided;Correct;Used;1096;5
4;9;Forced;Hard;Correct;0.75;Unguided;Correct;Used;690;6
4;9;Free;Medium;Correct;0.25;Unguided;Correct;Used;1240;5
4;9;Forced;Easy;Correct;1.25;Unguided;Correct;Used;-250;5
4;9;Free;Easy;Correct;0.75;Unguided;Correct;Used;350;6
4;9;Forced;Hard;Correct;0.25;Unguided;Correct;Used;650;5
4;9;Forced;Medium;Correct;0.25;Unguided;Correct;Used;950;6
4;9;Free;Medium;Correct;1.25;Unguided;Correct;Used;117;7
4;9;Free;Easy;Correct;0.25;Unguided;Correct;Used;1106;2
4;9;Free;Medium;Correct;0.75;Unguided;Correct;Used;495;2
4;9;Forced;Easy;Correct;0.75;Unguided;Correct;Used;372;5
4;9;Forced;Easy;Correct;1.25;Unguided;Correct;Used;194;5
4;9;Forced;Medium;Correct;1.25;Unguided;Correct;Used;95;6
4;9;Free;Easy;Correct;1.25;Unguided;Correct;Used;250;3
4;9;Free;Hard;Correct;1.25;Unguided;Correct;Used;196;6
4;9;Forced;Medium;Error;0.25;Unguided;Error;Used;1016;6
4;9;Forced;Easy;Correct;0.75;Unguided;Correct;Used;326;5
4;9;Free;Medium;Correct;0.75;Unguided;Correct;Used;350;5
4;9;Forced;Medium;Correct;1.25;Unguided;Correct;Used;106;6
4;9;Forced;Hard;Correct;1.25;Unguided;Correct;Used;17;6
4;9;Forced;Hard;Correct;1.25;Unguided;Correct;Used;-204;5
4;9;Forced;Medium;Correct;0.75;Unguided;Correct;Used;700;6
4;9;Free;Hard;Error;0.25;Unguided;Error;Used;1250;5
4;9;Forced;Medium;Correct;0.75;Unguided;Correct;Used;450;6
4;10;Forced;Hard;Correct;0.75;Guided;Correct;Felt;400;4
4;10;Free;Easy;Correct;0.75;Guided;Correct;Felt;300;2
4;10;Free;Hard;Correct;1.25;Guided;Error;Felt;-55;5
4;10;Forced;Easy;Correct;0.75;Guided;Correct;Felt;546;6
4;10;Forced;Medium;Correct;0.75;Guided;Correct;Felt;600;4
4;10;Free;Easy;Correct;0.25;Guided;Correct;Felt;1180;1
4;10;Forced;Hard;Correct;0.75;Guided;Correct;Felt;588;6
4;10;Free;Easy;Correct;1.25;Guided;Error;Felt;45;4
4;10;Forced;Easy;Correct;0.25;Guided;Correct;Felt;1180;1
4;10;Free;Medium;Correct;0.25;Guided;Correct;Felt;956;4
4;10;Forced;Easy;Correct;0.75;Guided;Correct;Felt;554;5
4;10;Forced;Hard;Error;1.25;Guided;Error;Felt;-67;6
4;10;Free;Hard;Correct;1.25;Guided;Correct;Felt;-100;4
4;10;Free;Hard;Error;0.75;Guided;Error;Felt;289;5
4;10;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-100;6
4;10;Free;Medium;Correct;0.75;Guided;Error;Felt;500;6
4;10;Forced;Medium;Correct;1.25;Guided;Correct;Felt;-1;6
4;10;Forced;Medium;Correct;0.25;Guided;Correct;Felt;1150;3
4;10;Free;Medium;Correct;0.25;Guided;Error;Felt;1155;3
4;10;Forced;Medium;Correct;0.25;Guided;Correct;Felt;1144;5
4;10;Forced;Medium;Correct;0.75;Guided;Correct;Felt;587;6
4;10;Forced;Hard;Correct;1.25;Guided;Correct;Felt;-33;5
4;10;Forced;Easy;Correct;0.25;Guided;Correct;Felt;700;2
4;10;Free;Easy;Correct;0.25;Guided;Error;Felt;822;5
4;10;Forced;Hard;Error;0.25;Guided;Error;Felt;1045;5
4;10;Free;Medium;Correct;1.25;Guided;Correct;Felt;-67;4
4;10;Free;Easy;Correct;0.75;Guided;Error;Felt;600;1
4;10;Free;Hard;Correct;0.75;Guided;Error;Felt;600;5
4;10;Free;Hard;Correct;0.25;Guided;Correct;Felt;1043;5
4;10;Free;Medium;Error;0.75;Guided;Correct;Felt;400;5
4;10;Free;Hard;Correct;0.25;Guided;Correct;Felt;1000;4
4;10;Forced;Medium;Correct;1.25;Guided;Correct;Felt;-66;5
4;10;Free;Easy;Correct;1.25;Guided;Correct;Felt;-300;3
4;10;Free;Medium;Correct;1.25;Guided;Error;Felt;0;5
4;10;Forced;Hard;Correct;0.25;Guided;Correct;Felt;900;5
4;10;Forced;Easy;Correct;1.25;Guided;Correct;Felt;50;6
4;11;Forced;Easy;Correct;1.25;Unguided;Correct;Used;150;2
4;11;Free;Medium;Correct;0.25;Unguided;Correct;Used;1106;5
4;11;Forced;Medium;Correct;1.25;Unguided;Correct;Used;94;6
4;11;Free;Medium;Correct;0.75;Unguided;Error;Used;500;5
4;11;Free;Medium;Correct;1.25;Unguided;Correct;Used;150;4
4;11;Forced;Hard;Correct;0.75;Unguided;Correct;Used;600;6
4;11;Forced;Hard;Correct;1.25;Unguided;Correct;Used;50;6
4;11;Free;Medium;Correct;0.75;Unguided;Correct;Used;450;5
4;11;Free;Hard;Correct;0.75;Unguided;Error;Used;350;5
4;11;Forced;Easy;Correct;0.25;Unguided;Correct;Used;1050;1
4;11;Free;Easy;Correct;1.25;Unguided;Correct;Used;-5;2
4;11;Forced;Hard;Correct;0.75;Unguided;Correct;Used;628;5
4;11;Forced;Medium;Error;0.25;Unguided;Error;Used;1150;5
4;11;Free;Easy;Correct;0.25;Unguided;Error;Used;950;5
4;11;Free;Hard;Correct;0.75;Unguided;Correct;Used;250;6
4;11;Forced;Easy;Correct;0.75;Unguided;Correct;Used;550;5
4;11;Free;Medium;Correct;1.25;Unguided;Error;Used;50;5
4;11;Free;Medium;Correct;0.25;Unguided;Correct;Used;1150;5
4;11;Forced;Easy;Correct;0.25;Unguided;Correct;Used;1050;5
4;11;Forced;Hard;Correct;0.25;Unguided;Correct;Used;1000;1
4;11;Free;Easy;Correct;1.25;Unguided;Correct;Used;-150;6
4;11;Forced;Medium;Correct;1.25;Unguided;Correct;Used;100;2
4;11;Forced;Medium;Correct;0.75;Unguided;Correct;Used;506;6
4;11;Free;Hard;Correct;1.25;Unguided;Correct;Used;-50;6
4;11;Free;Easy;Correct;0.25;Unguided;Correct;Used;1050;6
4;11;Free;Easy;Correct;0.75;Unguided;Correct;Used;600;6
4;11;Free;Hard;Correct;0.25;Unguided;Correct;Used;950;5
4;11;Forced;Easy;Correct;0.75;Unguided;Correct;Used;595;2
4;11;Forced;Hard;Correct;0.25;Unguided;Correct;Used;1140;5
4;11;Forced;Medium;Correct;0.75;Unguided;Correct;Used;450;4
4;11;Forced;Hard;Error;1.25;Unguided;Error;Used;-350;5
4;11;Forced;Medium;Correct;0.25;Unguided;Correct;Used;750;5
4;11;Free;Easy;Correct;0.75;Unguided;Correct;Used;450;1
4;11;Forced;Easy;Correct;1.25;Unguided;Correct;Used;95;1
4;11;Free;Hard;Error;0.25;Unguided;Error;Used;850;6
4;11;Free;Hard;Error;1.25;Unguided;Error;Used;-250;5
4;12;Forced;Hard;Correct;0.75;Guided;Correct;Felt;450;6
4;12;Free;Medium;Correct;0.75;Guided;Correct;Felt;350;5
4;12;Free;Hard;Error;1.25;Guided;Correct;Felt;50;4
4;12;Forced;Hard;Correct;0.25;Guided;Correct;Felt;1150;4
4;12;Free;Hard;Correct;0.25;Guided;Error;Felt;1139;6
4;12;Forced;Medium;Correct;0.75;Guided;Correct;Felt;550;5
4;12;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-50;3
4;12;Free;Medium;Correct;0.25;Guided;Correct;Felt;1150;4
4;12;Free;Medium;Correct;1.25;Guided;Correct;Felt;39;4
4;12;Forced;Easy;Correct;1.25;Guided;Correct;Felt;95;5
4;12;Forced;Easy;Correct;0.75;Guided;Correct;Felt;350;3
4;12;Forced;Hard;Correct;1.25;Guided;Correct;Felt;83;4
4;12;Forced;Medium;Correct;0.75;Guided;Correct;Felt;595;6
4;12;Free;Hard;Error;0.75;Guided;Correct;Felt;150;5
4;12;Forced;Hard;Error;1.25;Guided;Error;Felt;-150;5
4;12;Forced;Medium;Error;1.25;Guided;Error;Felt;50;4
4;12;Forced;Easy;Correct;0.25;Guided;Correct;Felt;995;3
4;12;Forced;Easy;Correct;0.25;Guided;Correct;Felt;1016;2
4;12;Free;Medium;Correct;0.25;Guided;Correct;Felt;795;6
4;12;Forced;Medium;Correct;1.25;Guided;Correct;Felt;95;6
4;12;Forced;Medium;Correct;0.25;Guided;Correct;Felt;1050;6
4;12;Free;Hard;Correct;1.25;Guided;Correct;Felt;94;3
4;12;Free;Easy;Correct;0.75;Guided;Correct;Felt;650;2
4;12;Free;Medium;Correct;0.75;Guided;Correct;Felt;550;5
4;12;Free;Hard;Correct;0.25;Guided;Correct;Felt;1006;5
4;12;Free;Hard;Correct;0.75;Guided;Error;Felt;350;4
4;12;Free;Easy;Correct;0.25;Guided;Correct;Felt;983;1
4;12;Free;Easy;Correct;1.25;Guided;Correct;Felt;116;2
4;12;Forced;Hard;Correct;0.75;Guided;Correct;Felt;295;6
4;12;Free;Medium;Correct;1.25;Guided;Correct;Felt;50;4
4;12;Forced;Medium;Correct;0.25;Guided;Correct;Felt;995;4
4;12;Forced;Hard;Correct;0.25;Guided;Correct;Felt;1248;3
4;12;Forced;Easy;Correct;0.75;Guided;Correct;Felt;472;4
4;12;Free;Easy;Correct;0.25;Guided;Correct;Felt;1050;1
4;12;Free;Easy;Correct;1.25;Guided;Correct;Felt;50;3
4;12;Free;Easy;Correct;0.75;Guided;Correct;Felt;683;2
5;1;Forced;Medium;Correct;0.75;Guided;Correct;Felt;250;4
5;1;Free;Hard;Error;1.25;Guided;Error;Felt;-500;5
5;1;Forced;Easy;Correct;0.75;Guided;Correct;Felt;100;8
5;1;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-450;7
5;1;Forced;Medium;Correct;0.25;Guided;Correct;Felt;300;3
5;1;Free;Hard;Correct;0.75;Guided;Error;Felt;100;7
5;1;Free;Easy;Correct;0.25;Guided;Correct;Felt;450;3
5;1;Free;Easy;Correct;0.75;Guided;Error;Felt;-50;7
5;1;Free;Medium;Correct;1.25;Guided;Error;Felt;-800;3
5;1;Free;Easy;Correct;0.75;Guided;Error;Felt;-50;6
5;1;Forced;Easy;Correct;0.25;Guided;Correct;Felt;350;5
5;1;Free;Easy;Correct;0.25;Guided;Error;Felt;200;4
5;1;Free;Hard;Correct;1.25;Guided;Correct;Felt;-550;6
5;1;Forced;Hard;Correct;1.25;Guided;Correct;Felt;-600;4
5;1;Free;Medium;Correct;0.75;Guided;Correct;Felt;-400;4
5;1;Free;Hard;Correct;0.75;Guided;Correct;Felt;-200;4
5;1;Free;Medium;Correct;0.75;Guided;Error;Felt;-200;5
5;1;Forced;Medium;Correct;1.25;Guided;Correct;Felt;-550;7
5;1;Forced;Hard;Correct;0.25;Guided;Correct;Felt;600;7
5;1;Free;Easy;Correct;1.25;Guided;Correct;Felt;-300;8
5;1;Forced;Medium;Correct;0.75;Guided;Correct;Felt;100;6
5;1;Free;Medium;Correct;0.25;Guided;Error;Felt;350;6
5;1;Forced;Hard;Correct;0.75;Guided;Correct;Felt;100;7
5;1;Forced;Easy;Correct;0.75;Guided;Correct;Felt;200;7
5;1;Free;Hard;Correct;0.25;Guided;Correct;Felt;450;6
5;1;Forced;Hard;Correct;0.75;Guided;Correct;Felt;150;8
5;1;Forced;Hard;Error;0.25;Guided;Error;Felt;350;6
5;1;Free;Medium;Error;1.25;Guided;Correct;Felt;-450;7
5;1;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-350;6
